"siteid_07"	"sampling_event"	"visit_no"	"day"	"month"	"year"	"lat"	"lon"	"state"	"EPA_reg"	"ECO9"	"HUC2"	"HUC8"	"lake_origin"	"area_km2"	"perim_km"	"elevation_m"	"depthmax_m"	"SLD"	"WGT"	"secchi_m"	"clear_to_bottom"	"siteid_12"	"site_id"	"sampled_depthmax_m"	"resampled"
"1"	"NLA06608-0001"	"NLA06608-0001-2007-1"	1	31	7	2007	48.97902855	-114.0218399	"MT"	"region_8"	"WMT"	"10"	"10010001"	"natural"	0.662930555	3.178509805	1605.73	8.3	1.10124666251397	7.59453197	6.4	0	NA	"NLA06608-0001"	8	0
"2"	"NLA06608-0002"	"NLA06608-0002-2007-1"	1	14	6	2007	33.03606404	-79.98379054	"SC"	"region_4"	"CPL"	"3"	"3050201"	"man-made"	0.144379981	1.743509934	4.9	2.3	1.29439254813372	60.65422715	0.55	0	NA	"NLA06608-0002"	1.9	1
"3"	"NLA06608-0002"	"NLA06608-0002-2007-2"	2	23	7	2007	33.03606404	-79.98379054	"SC"	"region_4"	"CPL"	"3"	"3050201"	"man-made"	0.144379981	1.743509934	4.9	1.3	1.29439254813372	60.65422715	0.45	0	NA	"NLA06608-0002"	0.8	1
"4"	"NLA06608-0002"	"NLA06608-0002-2012-1"	1	14	8	2012	33.03614283	-79.984084	"SC"	"region_4"	"CPL"	"3"	"3050201"	"man_made"	0.1470694315	1.7464941	4.9	NA	1.28469781064931	205.2016728	0.45	0	"NLA12_SC-102"	"NLA06608-0002"	2.1	1
"5"	"NLA06608-0003"	"NLA06608-0003-2007-1"	1	29	8	2007	28.04774206	-97.85986605	"TX"	"region_6"	"CPL"	"12"	"12110111"	"natural"	0.057017366	1.265008306	17.6	2.5	1.4944619764889	210.5049403	0.71	0	NA	"NLA06608-0003"	2	0
"6"	"NLA06608-0003"	"NLA06608-0003-2007-2"	2	6	9	2007	28.04774206	-97.85986605	"TX"	"region_6"	"CPL"	"12"	"12110111"	"natural"	0.057017366	1.265008306	17.6	2.4	1.4944619764889	210.5049403	0.49	0	NA	"NLA06608-0003"	2	0
"7"	"NLA06608-0004"	"NLA06608-0004-2007-1"	1	10	7	2007	37.41662013	-108.4045832	"CO"	"region_8"	"WMT"	"14"	"14080202"	"man-made"	0.653863092	6.011153731	2213	6.3	2.09705340648055	9.171940265	1.8	0	NA	"NLA06608-0004"	5.7	1
"8"	"NLA06608-0004"	"NLA06608-0004-2007-2"	2	11	9	2007	37.41662013	-108.4045832	"CO"	"region_8"	"WMT"	"14"	"14080202"	"man-made"	0.653863092	6.011153731	2213	6	2.09705340648055	9.171940265	1	0	NA	"NLA06608-0004"	5.5	1
"9"	"NLA06608-0004"	"NLA06608-0004-2012-1"	1	30	8	2012	37.4167824	-108.4056506	"CO"	"region_8"	"WMT"	"14"	"14080202"	"man_made"	0.6538610038	6.011170144	2213	NA	2.09706248095471	33.9172379	0.315	0	"NLA12_CO-105"	"NLA06608-0004"	3.9	1
"10"	"NLA06608-0005"	"NLA06608-0005-2007-1"	1	18	7	2007	43.92920926	-114.8403862	"ID"	"region_10"	"WMT"	"17"	"17060201"	"natural"	0.194876125	1.962187216	2138	6.1	1.25388062643619	15.02738514	NA	1	NA	"NLA06608-0005"	5.6	0
"11"	"NLA06608-0005"	"NLA06608-0005-2007-2"	2	22	8	2007	43.92920926	-114.8403862	"ID"	"region_10"	"WMT"	"17"	"17060201"	"natural"	0.194876125	1.962187216	2138	6.9	1.25388062643619	15.02738514	NA	1	NA	"NLA06608-0005"	6.4	0
"12"	"NLA06608-0006"	"NLA06608-0006-2007-1"	1	17	7	2007	41.68314624	-73.1465177	"CT"	"region_1"	"NAP"	"1"	"1100005"	"man-made"	0.561997482	5.836994717	198.75	25.3	2.19642907171765	19.57749882	3.21	0	NA	"NLA06608-0006"	24	1
"13"	"NLA06608-0006"	"NLA06608-0006-2007-2"	2	30	8	2007	41.68314624	-73.1465177	"CT"	"region_1"	"NAP"	"1"	"1100005"	"man-made"	0.561997482	5.836994717	198.75	23.8	2.19642907171765	19.57749882	4.1	0	NA	"NLA06608-0006"	23.5	1
"14"	"NLA06608-0006"	"NLA06608-0006-2012-1"	1	9	8	2012	41.67757315	-73.14469782	"CT"	"region_1"	"NAP"	"1"	"1100005"	"man_made"	0.5619967245	5.83700507	198.75	NA	2.19643444775016	11.34216716	4.65	0	"NLA12_CT-103"	"NLA06608-0006"	23	1
"15"	"NLA06608-0007"	"NLA06608-0007-2007-1"	1	24	7	2007	45.58064546	-92.04001797	"WI"	"region_5"	"UMW"	"7"	"7050007"	"natural"	0.254747633	3.02298601	390.86	19.2	1.68956975492929	159.855637	3.15	0	NA	"NLA06608-0007"	18.5	0
"16"	"NLA06608-0007"	"NLA06608-0007-2007-2"	2	6	9	2007	45.58064546	-92.04001797	"WI"	"region_5"	"UMW"	"7"	"7050007"	"natural"	0.254747633	3.02298601	390.86	19	1.68956975492929	159.855637	3.35	0	NA	"NLA06608-0007"	18.5	0
"17"	"NLA06608-0008"	"NLA06608-0008-2007-1"	1	12	7	2007	41.29211104	-93.59040488	"IA"	"region_7"	"TPL"	"7"	"7100008"	"man-made"	0.487370362	5.71138051	261.56	5.5	2.30784483121919	3.396573599	0.79	0	NA	"NLA06608-0008"	4.8	0
"18"	"NLA06608-0008"	"NLA06608-0008-2007-2"	2	22	8	2007	41.29211104	-93.59040488	"IA"	"region_7"	"TPL"	"7"	"7100008"	"man-made"	0.487370362	5.71138051	261.56	5.5	2.30784483121919	3.396573599	0.41	0	NA	"NLA06608-0008"	5	0
"19"	"NLA06608-0010"	"NLA06608-0010-2007-1"	1	17	7	2007	42.61823014	-83.50588771	"MI"	"region_5"	"UMW"	"4"	"4090005"	"natural"	0.300373324	2.423467747	284.65	11.8	1.2473882015211	81.58117426	4.48	0	NA	"NLA06608-0010"	11.8	1
"20"	"NLA06608-0010"	"NLA06608-0010-2007-2"	2	18	8	2007	42.61823014	-83.50588771	"MI"	"region_5"	"UMW"	"4"	"4090005"	"natural"	0.300373324	2.423467747	284.65	11	1.2473882015211	81.58117426	2.6	0	NA	"NLA06608-0010"	10.5	1
"21"	"NLA06608-0010"	"NLA06608-0010-2012-1"	1	24	7	2012	42.61885968	-83.50544419	"MI"	"region_5"	"UMW"	"4"	"4090005"	"natural"	0.3003726716	2.423465243	284.65	NA	1.24738826732382	278.9036241	3.415	0	"NLA12_MI-117"	"NLA06608-0010"	10.2	1
"22"	"NLA06608-0012"	"NLA06608-0012-2007-1"	1	13	6	2007	35.99078823	-96.87178731	"OK"	"region_6"	"SPL"	"11"	"11050003"	"man-made"	1.776575126	13.50645679	255.6	3.5	2.85854289057465	3.451225091	0.31	0	NA	"NLA06608-0012"	3.5	1
"23"	"NLA06608-0012"	"NLA06608-0012-2007-2"	2	18	9	2007	35.99078823	-96.87178731	"OK"	"region_6"	"SPL"	"11"	"11050003"	"man-made"	1.776575126	13.50645679	255.6	3.4	2.85854289057465	3.451225091	0.27	0	NA	"NLA06608-0012"	3.2	1
"24"	"NLA06608-0012"	"NLA06608-0012-2012-1"	1	11	6	2012	35.99293158	-96.87367696	"OK"	"region_6"	"SPL"	"11"	"11050003"	"man_made"	1.77657303	13.50645224	255.6	NA	2.85854361385309	2.437808433	0.195	0	"NLA12_OK-121"	"NLA06608-0012"	2.54	1
"25"	"NLA06608-0013"	"NLA06608-0013-2007-1"	1	4	9	2007	39.97428032	-74.56255123	"NJ"	"region_2"	"CPL"	"2"	"2040202"	"man-made"	0.371402558	8.284688178	15.44	2.3	3.83485360646043	147.9090567	0.65	0	NA	"NLA06608-0013"	1.8	1
"26"	"NLA06608-0013"	"NLA06608-0013-2007-2"	2	14	9	2007	39.97428032	-74.56255123	"NJ"	"region_2"	"CPL"	"2"	"2040202"	"man-made"	0.371402558	8.284688178	15.44	2.3	3.83485360646043	147.9090567	1.05	0	NA	"NLA06608-0013"	1.8	1
"27"	"NLA06608-0013"	"NLA06608-0013-2012-1"	1	15	7	2012	39.97091954	-74.5712097	"NJ"	"region_2"	"CPL"	"2"	"2040202"	"man_made"	0.3714026102	8.284682952	15.44	NA	3.83485091793523	303.1171952	0.85	0	"NLA12_NJ-104"	"NLA06608-0013"	3.1	1
"28"	"NLA06608-0014"	"NLA06608-0014-2007-1"	1	6	8	2007	47.83492738	-100.5756807	"ND"	"region_8"	"TPL"	"9"	"9010003"	"natural"	0.128095286	1.383813932	498.4	1.7	1.09070220931282	324.9301387	0.85	0	NA	"NLA06608-0014"	1.7	0
"29"	"NLA06608-0014"	"NLA06608-0014-2007-2"	2	23	8	2007	47.83492738	-100.5756807	"ND"	"region_8"	"TPL"	"9"	"9010003"	"natural"	0.128095286	1.383813932	498.4	1.7	1.09070220931282	324.9301387	0.63	0	NA	"NLA06608-0014"	1.7	0
"30"	"NLA06608-0015"	"NLA06608-0015-2007-1"	1	10	7	2007	33.0071076	-107.2747938	"NM"	"region_6"	"XER"	"13"	"13030101"	"man-made"	1.739929805	50.15536722	1275.36	7	10.7262179838884	6.92095662	0.37	0	NA	"NLA06608-0015"	6.5	0
"31"	"NLA06608-0015"	"NLA06608-0015-2007-2"	2	29	8	2007	33.0071076	-107.2747938	"NM"	"region_6"	"XER"	"13"	"13030101"	"man-made"	1.739929805	50.15536722	1275.36	5.9	10.7262179838884	6.92095662	0.38	0	NA	"NLA06608-0015"	5.5	0
"32"	"NLA06608-0016"	"NLA06608-0016-2007-1"	1	27	6	2007	41.03025217	-100.7797567	"NE"	"region_7"	"SPL"	"10"	"10190018"	"man-made"	6.410233086	18.96803762	916	6.3	2.11339443546966	4.160811284	0.54	0	NA	"NLA06608-0016"	6.2	1
"33"	"NLA06608-0016"	"NLA06608-0016-2007-2"	2	11	7	2007	41.03025217	-100.7797567	"NE"	"region_7"	"SPL"	"10"	"10190018"	"man-made"	6.410233086	18.96803762	916	6.8	2.11339443546966	4.160811284	0.5	0	NA	"NLA06608-0016"	6.3	1
"34"	"NLA06608-0016"	"NLA06608-0016-2012-1"	1	20	7	2012	41.03740677	-100.7757749	"NE"	"region_7"	"SPL"	"10"	"10190018"	"man_made"	6.410234072	18.96802865	916	NA	2.11339327350632	17.17817457	0.625	0	"NLA12_NE-109"	"NLA06608-0016"	5.5	1
"35"	"NLA06608-0019"	"NLA06608-0019-2007-1"	1	11	6	2007	46.36688788	-99.51185877	"ND"	"region_8"	"NPL"	"10"	"10130104"	"natural"	1.033135279	7.965656888	600.25	1.2	2.21074202878552	21.96428238	0.35	0	NA	"NLA06608-0019"	0.5	1
"36"	"NLA06608-0019"	"NLA06608-0019-2007-2"	2	7	8	2007	46.36688788	-99.51185877	"ND"	"region_8"	"NPL"	"10"	"10130104"	"natural"	1.033135279	7.965656888	600.25	1	2.21074202878552	21.96428238	0.55	0	NA	"NLA06608-0019"	0.9	1
"37"	"NLA06608-0019"	"NLA06608-0019-2012-1"	1	18	6	2012	46.36670421	-99.50350622	"ND"	"region_8"	"NPL"	"10"	"10130104"	"natural"	1.033136406	7.965628584	600.25	NA	2.21073296766479	58.97169537	0.1	0	"NLA12_ND-108"	"NLA06608-0019"	1.5	1
"38"	"NLA06608-0020"	"NLA06608-0020-2007-1"	1	11	6	2007	39.40817838	-87.81380832	"IL"	"region_5"	"TPL"	"5"	"5120111"	"man-made"	2.962001459	36.78983872	184.92	14.9	6.03018058235627	20.33534178	0.69	0	NA	"NLA06608-0020"	14	1
"39"	"NLA06608-0020"	"NLA06608-0020-2007-2"	2	2	7	2007	39.40817838	-87.81380832	"IL"	"region_5"	"TPL"	"5"	"5120111"	"man-made"	2.962001459	36.78983872	184.92	13.7	6.03018058235627	20.33534178	1.07	0	NA	"NLA06608-0020"	13	1
"40"	"NLA06608-0020"	"NLA06608-0020-2012-1"	1	13	9	2012	39.41011547	-87.80523888	"IL"	"region_5"	"TPL"	"5"	"5120111"	"man_made"	2.961995854	36.78984462	184.92	NA	6.03018725488765	39.85661628	1.175	0	"NLA12_IL-105"	"NLA06608-0020"	16	1
"41"	"NLA06608-0021"	"NLA06608-0021-2007-1"	1	27	7	2007	42.77191973	-77.3095481	"NY"	"region_2"	"NAP"	"4"	"4140201"	"natural"	42.26925272	56.14938354	209.55	53	2.43628322860069	8.418311244	7.1	0	NA	"NLA06608-0021"	26	0
"42"	"NLA06608-0021"	"NLA06608-0021-2007-2"	2	30	8	2007	42.77191973	-77.3095481	"NY"	"region_2"	"NAP"	"4"	"4140201"	"natural"	42.26925272	56.14938354	209.55	46.3	2.43628322860069	8.418311244	4.75	0	NA	"NLA06608-0021"	26	0
"43"	"NLA06608-0023"	"NLA06608-0023-2007-1"	1	9	8	2007	31.14849172	-97.745332	"TX"	"region_6"	"SPL"	"12"	"12070202"	"man-made"	0.062072217	0.974665509	265.85	3	1.1035754665216	210.5049403	0.95	0	NA	"NLA06608-0023"	2.5	1
"44"	"NLA06608-0023"	"NLA06608-0023-2007-2"	2	19	9	2007	31.14849172	-97.745332	"TX"	"region_6"	"SPL"	"12"	"12070202"	"man-made"	0.062072217	0.974665509	265.85	2.8	1.1035754665216	210.5049403	1.3	0	NA	"NLA06608-0023"	2.4	1
"45"	"NLA06608-0023"	"NLA06608-0023-2012-1"	1	17	7	2012	31.14844072	-97.74526454	"TX"	"region_6"	"SPL"	"12"	"12070202"	"man_made"	0.0620716516	0.974658146	265.85	NA	1.10357215577611	838.6523308	0.85	0	"NLA12_TX-112"	"NLA06608-0023"	2	1
"46"	"NLA06608-0024"	"NLA06608-0024-2007-1"	1	11	7	2007	32.1220497	-95.48843409	"TX"	"region_6"	"CPL"	"12"	"12020001"	"man-made"	95.30145112	239.2872937	105.13	12.9	6.91456636298436	2.186087249	0.9	0	NA	"NLA06608-0024"	12.4	1
"47"	"NLA06608-0024"	"NLA06608-0024-2007-2"	2	14	8	2007	32.1220497	-95.48843409	"TX"	"region_6"	"CPL"	"12"	"12020001"	"man-made"	95.30145112	239.2872937	105.13	10.5	6.91456636298436	2.186087249	1.08	0	NA	"NLA06608-0024"	10	1
"48"	"NLA06608-0024"	"NLA06608-0024-2012-1"	1	28	6	2012	32.18872936	-95.47435666	"TX"	"region_6"	"CPL"	"12"	"12020001"	"man_made"	95.30145377	239.2874392	105.13	NA	6.91457047129076	7.741669458	0.69	0	"NLA12_TX-105"	"NLA06608-0024"	6.6	1
"49"	"NLA06608-0025"	"NLA06608-0025-2007-1"	1	18	6	2007	35.20132137	-81.34573084	"NC"	"region_4"	"SAP"	"3"	"3050105"	"man-made"	0.114812351	1.982772888	245.48	8	1.65072122237709	47.41940135	3.55	0	NA	"NLA06608-0025"	7.5	0
"50"	"NLA06608-0025"	"NLA06608-0025-2007-2"	2	18	7	2007	35.20132137	-81.34573084	"NC"	"region_4"	"SAP"	"3"	"3050105"	"man-made"	0.114812351	1.982772888	245.48	6.2	1.65072122237709	47.41940135	3.45	0	NA	"NLA06608-0025"	5.7	0
"51"	"NLA06608-0029"	"NLA06608-0029-2007-1"	1	2	7	2007	38.75601051	-75.21503793	"DE"	"region_3"	"CPL"	"2"	"2040207"	"man-made"	0.731003742	11.55985109	1.87	1.7	3.81405988456358	4.357499828	0.27	0	NA	"NLA06608-0029"	1.5	0
"52"	"NLA06608-0029"	"NLA06608-0029-2007-2"	2	11	9	2007	38.75601051	-75.21503793	"DE"	"region_3"	"CPL"	"2"	"2040207"	"man-made"	0.731003742	11.55985109	1.87	0.8	3.81405988456358	4.357499828	0.25	0	NA	"NLA06608-0029"	0.5	0
"53"	"NLA06608-0031"	"NLA06608-0031-2007-1"	1	13	6	2007	39.77645357	-81.51745185	"OH"	"region_5"	"SAP"	"5"	"5030201"	"man-made"	0.242495358	5.281606466	241.93	4.9	3.0255852335574	28.82219287	0.98	0	NA	"NLA06608-0031"	4.5	1
"54"	"NLA06608-0031"	"NLA06608-0031-2007-2"	2	5	9	2007	39.77645357	-81.51745185	"OH"	"region_5"	"SAP"	"5"	"5030201"	"man-made"	0.242495358	5.281606466	241.93	4.8	3.0255852335574	28.82219287	0.9	0	NA	"NLA06608-0031"	4.3	1
"55"	"NLA06608-0031"	"NLA06608-0031-2012-1"	1	27	8	2012	39.77597099	-81.52247236	"OH"	"region_5"	"SAP"	"5"	"5030201"	"man_made"	0.2424931458	5.281604947	241.93	NA	3.02559816415966	133.6314581	1.45	0	"NLA12_OH-106"	"NLA06608-0031"	7.6	1
"56"	"NLA06608-0033"	"NLA06608-0033-2007-1"	1	17	7	2007	47.31108363	-121.2990598	"WA"	"region_10"	"WMT"	"17"	"17030001"	"natural"	0.151644835	1.777959372	732.43	1.4	1.28796211703532	32.54937288	0.7	0	NA	"NLA06608-0033"	0.9	1
"57"	"NLA06608-0033"	"NLA06608-0033-2007-2"	2	28	8	2007	47.31108363	-121.2990598	"WA"	"region_10"	"WMT"	"17"	"17030001"	"natural"	0.151644835	1.777959372	732.43	1.8	1.28796211703532	32.54937288	0.95	0	NA	"NLA06608-0033"	1.3	1
"58"	"NLA06608-0033"	"NLA06608-0033-2012-1"	1	2	8	2012	47.31085035	-121.29956	"WA"	"region_10"	"WMT"	"17"	"17030001"	"natural"	0.1516452384	1.777964491	732.43	NA	1.28796411216677	92.29875177	0.96	0	"NLA12_WA-102"	"NLA06608-0033"	1	1
"59"	"NLA06608-0036"	"NLA06608-0036-2007-1"	1	12	7	2007	37.47735404	-88.32737922	"IL"	"region_5"	"TPL"	"5"	"5140203"	"man-made"	0.120276054	1.782974479	113.39	5	1.45027582991548	75.72375178	2.23	0	NA	"NLA06608-0036"	4.5	1
"60"	"NLA06608-0036"	"NLA06608-0036-2007-2"	2	16	7	2007	37.47735404	-88.32737922	"IL"	"region_5"	"TPL"	"5"	"5140203"	"man-made"	0.120276054	1.782974479	113.39	5	1.45027582991548	75.72375178	2.67	0	NA	"NLA06608-0036"	4.5	1
"61"	"NLA06608-0036"	"NLA06608-0036-2012-1"	1	11	6	2012	37.47735207	-88.32742822	"IL"	"region_5"	"SAP"	"5"	"5140203"	"man_made"	0.1202754764	1.782979574	113.39	NA	1.45028345654311	NA	2.385	0	"NLA12_IL-R01"	"NLA06608-0036"	4.5	1
"62"	"NLA06608-0037"	"NLA06608-0037-2007-1"	1	13	7	2007	41.69699293	-73.36398551	"CT"	"region_1"	"NAP"	"1"	"1100005"	"natural"	2.36955581	14.01149575	211.27	13	2.56771073249018	21.55717344	2.9	0	NA	"NLA06608-0037"	13	0
"63"	"NLA06608-0037"	"NLA06608-0037-2007-2"	2	5	9	2007	41.69699293	-73.36398551	"CT"	"region_1"	"NAP"	"1"	"1100005"	"natural"	2.36955581	14.01149575	211.27	12.3	2.56771073249018	21.55717344	4.1	0	NA	"NLA06608-0037"	12	0
"64"	"NLA06608-0038"	"NLA06608-0038-2007-1"	1	12	7	2007	44.79759122	-71.86971736	"VT"	"region_1"	"NAP"	"1"	"1110000"	"natural"	2.206478779	7.974503403	358.73	11.3	1.51442872393424	35.04559536	4.45	0	NA	"NLA06608-0038"	11	0
"65"	"NLA06608-0038"	"NLA06608-0038-2007-2"	2	27	8	2007	44.79759122	-71.86971736	"VT"	"region_1"	"NAP"	"1"	"1110000"	"natural"	2.206478779	7.974503403	358.73	13.6	1.51442872393424	35.04559536	5.95	0	NA	"NLA06608-0038"	13.5	0
"66"	"NLA06608-0041"	"NLA06608-0041-2007-1"	1	12	6	2007	38.22694093	-80.85405519	"WV"	"region_3"	"SAP"	"5"	"5050005"	"man-made"	10.71509332	100.9848431	501.84	43	8.70268539993147	23.89950044	9.48	0	NA	"NLA06608-0041"	30	0
"67"	"NLA06608-0041"	"NLA06608-0041-2007-2"	2	11	7	2007	38.22694093	-80.85405519	"WV"	"region_3"	"SAP"	"5"	"5050005"	"man-made"	10.71509332	100.9848431	501.84	33	8.70268539993147	23.89950044	7.15	0	NA	"NLA06608-0041"	33	0
"68"	"NLA06608-0042"	"NLA06608-0042-2007-1"	1	22	6	2007	44.45823517	-107.0403753	"WY"	"region_8"	"WMT"	"10"	"10090206"	"man-made"	0.777184868	4.314419055	2626	13.6	1.38055980668615	9.832508096	3.38	0	NA	"NLA06608-0042"	13	0
"69"	"NLA06608-0042"	"NLA06608-0042-2007-2"	2	6	7	2007	44.45823517	-107.0403753	"WY"	"region_8"	"WMT"	"10"	"10090206"	"man-made"	0.777184868	4.314419055	2626	13.9	1.38055980668615	9.832508096	4.8	0	NA	"NLA06608-0042"	13.5	0
"70"	"NLA06608-0043"	"NLA06608-0043-2007-1"	1	31	7	2007	41.553395	-85.44424168	"IN"	"region_5"	"UMW"	"4"	"4050001"	"natural"	0.242471918	2.957443479	273.03	16.5	1.69426288614436	10.83110054	1.85	0	NA	"NLA06608-0043"	16	0
"71"	"NLA06608-0043"	"NLA06608-0043-2007-2"	2	15	8	2007	41.553395	-85.44424168	"IN"	"region_5"	"UMW"	"4"	"4050001"	"natural"	0.242471918	2.957443479	273.03	16.2	1.69426288614436	10.83110054	1.45	0	NA	"NLA06608-0043"	16	0
"72"	"NLA06608-0044"	"NLA06608-0044-2007-1"	1	18	7	2007	42.4048448	-101.7024805	"NE"	"region_7"	"SPL"	"10"	"10150004"	"natural"	2.198023543	12.39574206	1097.9	1.6	2.35858443733122	4.160811284	0.12	0	NA	"NLA06608-0044"	1.2	0
"73"	"NLA06608-0044"	"NLA06608-0044-2007-2"	2	30	7	2007	42.4048448	-101.7024805	"NE"	"region_7"	"SPL"	"10"	"10150004"	"natural"	2.198023543	12.39574206	1097.9	1.6	2.35858443733122	4.160811284	0.1	0	NA	"NLA06608-0044"	1.1	0
"74"	"NLA06608-0045"	"NLA06608-0045-2007-1"	1	26	6	2007	37.29320486	-77.88986113	"VA"	"region_3"	"SAP"	"2"	"2080207"	"man-made"	0.288381982	4.086368816	65.73	2.1	2.14658736243593	18.68349386	0.86	0	NA	"NLA06608-0045"	2	1
"75"	"NLA06608-0045"	"NLA06608-0045-2007-2"	2	2	8	2007	37.29320486	-77.88986113	"VA"	"region_3"	"SAP"	"2"	"2080207"	"man-made"	0.288381982	4.086368816	65.73	2.5	2.14658736243593	18.68349386	0.96	0	NA	"NLA06608-0045"	2	1
"76"	"NLA06608-0045"	"NLA06608-0045-2012-1"	1	10	7	2012	37.29244811	-77.89349456	"VA"	"region_3"	"SAP"	"2"	"2080207"	"man_made"	0.2883811387	4.086384821	65.73	NA	2.1465989085267	47.31527597	0.665	0	"NLA12_VA-101"	"NLA06608-0045"	1.25	1
"77"	"NLA06608-0045"	"NLA06608-0045-2012-2"	2	2	8	2012	37.29244811	-77.89349456	"VA"	"region_3"	"SAP"	"2"	"2080207"	"man_made"	0.2883811387	4.086384821	65.73	NA	2.1465989085267	47.31527597	0.705	0	"NLA12_VA-101"	"NLA06608-0045"	1.8	1
"78"	"NLA06608-0048"	"NLA06608-0048-2007-1"	1	2	8	2007	36.7872968	-89.17572548	"MO"	"region_7"	"CPL"	"8"	"8020201"	"natural"	0.056179483	1.079810471	92.55	3	1.2851497421221	200.6912525	0.28	0	NA	"NLA06608-0048"	2.5	0
"79"	"NLA06608-0048"	"NLA06608-0048-2007-2"	2	18	9	2007	36.7872968	-89.17572548	"MO"	"region_7"	"CPL"	"8"	"8020201"	"natural"	0.056179483	1.079810471	92.55	3.1	1.2851497421221	200.6912525	0.48	0	NA	"NLA06608-0048"	2.5	0
"80"	"NLA06608-0049"	"NLA06608-0049-2007-1"	1	15	8	2007	45.06232667	-117.1533553	"OR"	"region_10"	"WMT"	"17"	"17050201"	"man-made"	0.128905475	1.95649328	2107.88	3.7	1.53722609010336	16.39814678	2.53	0	NA	"NLA06608-0049"	3	0
"81"	"NLA06608-0050"	"NLA06608-0050-2007-1"	1	2	7	2007	43.44601793	-71.80868659	"NH"	"region_1"	"NAP"	"1"	"1070003"	"natural"	0.119790709	1.372465095	196.17	4.9	1.11862574015114	83.28595282	1.5	0	NA	"NLA06608-0050"	4.9	0
"82"	"NLA06608-0050"	"NLA06608-0050-2007-2"	2	30	8	2007	43.44601793	-71.80868659	"NH"	"region_1"	"NAP"	"1"	"1070003"	"natural"	0.119790709	1.372465095	196.17	5	1.11862574015114	83.28595282	1.1	0	NA	"NLA06608-0050"	5	0
"83"	"NLA06608-0053"	"NLA06608-0053-2007-1"	1	23	8	2007	43.55819295	-73.43960723	"NY"	"region_2"	"NAP"	"2"	"2010001"	"natural"	4.709098	23.455266	28.85	5.3	3.04906418201001	8.418311244	0.85	0	NA	"NLA06608-0053"	5	0
"84"	"NLA06608-0053"	"NLA06608-0053-2007-2"	2	27	9	2007	43.55819295	-73.43960723	"NY"	"region_2"	"NAP"	"2"	"2010001"	"natural"	4.709098	23.455266	28.85	5.9	3.04906418201001	8.418311244	1.05	0	NA	"NLA06608-0053"	5.7	0
"85"	"NLA06608-0057"	"NLA06608-0057-2007-1"	1	16	6	2007	34.96189211	-80.51686138	"NC"	"region_4"	"SAP"	"3"	"3040105"	"man-made"	0.530283936	9.688983502	149.57	3.7	3.75334986646627	11.56487147	0.5	0	NA	"NLA06608-0057"	3.3	0
"86"	"NLA06608-0057"	"NLA06608-0057-2007-2"	2	14	7	2007	34.96189211	-80.51686138	"NC"	"region_4"	"SAP"	"3"	"3040105"	"man-made"	0.530283936	9.688983502	149.57	2.7	3.75334986646627	11.56487147	0.35	0	NA	"NLA06608-0057"	2.2	0
"87"	"NLA06608-0061"	"NLA06608-0061-2007-1"	1	12	6	2007	34.24558153	-113.5793644	"AZ"	"region_9"	"XER"	"15"	"15030204"	"man-made"	5.723287327	23.93314962	335	15.3	2.82209837799703	1.201463105	2	0	NA	"NLA06608-0061"	15.3	0
"88"	"NLA06608-0061"	"NLA06608-0061-2007-2"	2	22	8	2007	34.24558153	-113.5793644	"AZ"	"region_9"	"XER"	"15"	"15030204"	"man-made"	5.723287327	23.93314962	335	14.9	2.82209837799703	1.201463105	1.63	0	NA	"NLA06608-0061"	14.6	0
"89"	"NLA06608-0062"	"NLA06608-0062-2007-1"	1	9	8	2007	47.32067994	-99.74629427	"ND"	"region_8"	"NPL"	"10"	"10130103"	"natural"	0.542985616	2.944960258	562.29	2.7	1.12740600540606	19.94722145	1.16	0	NA	"NLA06608-0062"	2.5	0
"90"	"NLA06608-0062"	"NLA06608-0062-2007-2"	2	27	8	2007	47.32067994	-99.74629427	"ND"	"region_8"	"NPL"	"10"	"10130103"	"natural"	0.542985616	2.944960258	562.29	2.8	1.12740600540606	19.94722145	2	0	NA	"NLA06608-0062"	2.6	0
"91"	"NLA06608-0064"	"NLA06608-0064-2007-1"	1	18	6	2007	48.8940613	-112.1680165	"MT"	"region_8"	"NPL"	"10"	"10050002"	"natural"	0.252077914	2.061268745	1208	2.5	1.15814327033452	5.441933591	0.46	0	NA	"NLA06608-0064"	2	1
"92"	"NLA06608-0064"	"NLA06608-0064-2007-2"	2	26	8	2007	48.8940613	-112.1680165	"MT"	"region_8"	"NPL"	"10"	"10050002"	"natural"	0.252077914	2.061268745	1208	1.7	1.15814327033452	5.441933591	0.28	0	NA	"NLA06608-0064"	1.2	1
"93"	"NLA06608-0064"	"NLA06608-0064-2012-1"	1	11	7	2012	48.89407384	-112.1682796	"MT"	"region_8"	"NPL"	"10"	"10050002"	"natural"	0.2520793107	2.061274641	1208	NA	1.15814337457229	15.03551325	0.625	0	"NLA12_MT-108"	"NLA06608-0064"	4	1
"94"	"NLA06608-0065"	"NLA06608-0065-2007-1"	1	17	7	2007	48.96243381	-115.116608	"MT"	"region_8"	"WMT"	"17"	"17010101"	"natural"	0.895225888	7.365625253	766.43	17.1	2.19603051631502	7.59453197	7.02	0	NA	"NLA06608-0065"	16.6	1
