"siteid_07"	"sampling_event"	"visit_no"	"day"	"month"	"year"	"lat"	"lon"	"state"	"EPA_reg"	"ECO9"	"HUC2"	"HUC8"	"lake_origin"	"area_km2"	"perim_km"	"elevation_m"	"depthmax_m"	"SLD"	"WGT"	"secchi_m"	"clear_to_bottom"	"siteid_12"	"site_id"	"sampled_depthmax_m"	"resampled"
"704"	"NLA06608-0825"	"NLA06608-0825-2007-1"	1	6	9	2007	37.65022613	-113.5241332	"UT"	"region_8"	"XER"	"16"	"16030006"	"man-made"	0.314137302	3.006517111	1654	4.3	1.51320927007487	2.500256737	0.95	0	NA	"NLA06608-0825"	4	0
"705"	"NLA06608-0827"	"NLA06608-0827-2007-1"	1	5	7	2007	39.99512558	-105.1124639	"CO"	"region_8"	"SPL"	"10"	"10190005"	"man-made"	0.182456842	1.618212799	1620.93	5.7	1.06868723743779	19.25506637	1.15	0	NA	"NLA06608-0827"	5.2	1
"706"	"NLA06608-0827"	"NLA06608-0827-2012-1"	1	29	5	2012	39.99496234	-105.112227	"CO"	"region_8"	"SPL"	"10"	"10190005"	"man_made"	0.1824577471	1.618216994	1620.93	NA	1.06868735719095	71.20398155	0.62	0	"NLA12_CO-110"	"NLA06608-0827"	3.5	1
"707"	"NLA06608-0828"	"NLA06608-0828-2007-1"	1	11	7	2007	33.14557832	-90.35508478	"MS"	"region_4"	"CPL"	"8"	"8030206"	"natural"	0.774847298	6.023188626	34.39	2.6	1.93024959741992	26.61974487	0.61	0	NA	"NLA06608-0828"	2	1
"708"	"NLA06608-0828"	"NLA06608-0828-2012-1"	1	8	6	2012	33.14900152	-90.34987379	"MS"	"region_4"	"CPL"	"8"	"8030206"	"natural"	0.7748474551	6.023183304	34.39	NA	1.93024769620155	67.11887169	0.55	0	"NLA12_MS-104"	"NLA06608-0828"	1.7	1
"709"	"NLA06608-0830"	"NLA06608-0830-2007-1"	1	30	8	2007	47.3145341	-99.4057224	"ND"	"region_8"	"NPL"	"10"	"10160002"	"natural"	0.448952439	3.465909169	542.28	0.6	1.45919078155456	54.02043965	0.06	0	NA	"NLA06608-0830"	0.5	0
"710"	"NLA06608-0831"	"NLA06608-0831-2007-1"	1	19	7	2007	35.06242308	-82.68737992	"SC"	"region_4"	"SAP"	"3"	"3050109"	"man-made"	1.838849003	12.0040752	380.96	20	2.49718513527846	8.238346086	3.75	0	NA	"NLA06608-0831"	19.5	1
"711"	"NLA06608-0831"	"NLA06608-0831-2012-1"	1	5	6	2012	35.06216037	-82.69528294	"SC"	"region_4"	"SAP"	"3"	"3050109"	"man_made"	1.838848436	12.00407375	380.96	NA	2.49718521863509	41.80720326	7.35	0	"NLA12_SC-103"	"NLA06608-0831"	27.7	1
"712"	"NLA06608-0831"	"NLA06608-0831-2012-2"	2	21	8	2012	35.06216037	-82.69528294	"SC"	"region_4"	"SAP"	"3"	"3050109"	"man_made"	1.838848436	12.00407375	380.96	NA	2.49718521863509	41.80720326	4.45	0	"NLA12_SC-103"	"NLA06608-0831"	29.8	1
"713"	"NLA06608-0833"	"NLA06608-0833-2007-1"	1	7	8	2007	48.90066286	-113.79482	"MT"	"region_8"	"WMT"	"10"	"10010001"	"natural"	1.053238619	9.483542679	1482	8.5	2.6067674144363	8.362490243	NA	1	NA	"NLA06608-0833"	8.4	0
"714"	"NLA06608-0834"	"NLA06608-0834-2007-1"	1	1	6	2007	33.55658479	-111.5104323	"AZ"	"region_9"	"WMT"	"15"	"15060106"	"man-made"	3.734887725	24.14729597	459	24	3.52472141975016	1.29530541	1.73	0	NA	"NLA06608-0834"	24	1
"715"	"NLA06608-0834"	"NLA06608-0834-2012-1"	1	8	5	2012	33.5692971	-111.5241427	"AZ"	"region_9"	"XER"	"15"	"15060106"	"man_made"	3.734884097	24.14730294	459	NA	3.52472414906986	7.156067619	2.85	0	"NLA12_AZ-101"	"NLA06608-0834"	24	1
"716"	"NLA06608-0834"	"NLA06608-0834-2012-2"	2	14	6	2012	33.5692971	-111.5241427	"AZ"	"region_9"	"XER"	"15"	"15060106"	"man_made"	3.734884097	24.14730294	459	NA	3.52472414906986	7.156067619	2.25	0	"NLA12_AZ-101"	"NLA06608-0834"	24	1
"717"	"NLA06608-0836"	"NLA06608-0836-2007-1"	1	29	8	2007	35.73708099	-109.5195801	"AZ"	"region_9"	"XER"	"15"	"15020011"	"man-made"	1.109901187	4.494937961	1960.5	2.3	1.20358457171583	1.201463105	1.5	0	NA	"NLA06608-0836"	2	0
"718"	"NLA06608-0837"	"NLA06608-0837-2007-1"	1	19	7	2007	43.32535916	-113.9237405	"ID"	"region_10"	"XER"	"17"	"17040221"	"natural"	0.812626668	8.810756432	1452.11	3	2.75716481914479	3.399432485	0.79	0	NA	"NLA06608-0837"	2.5	1
"719"	"NLA06608-0837"	"NLA06608-0837-2012-1"	1	30	7	2012	43.33129134	-113.9282985	"ID"	"region_10"	"XER"	"17"	"17040221"	"natural"	0.8179210447	8.713620894	1452.11	NA	2.71792856332745	15.8529176	2.4	0	"NLA12_ID-110"	"NLA06608-0837"	2.97	1
"720"	"NLA06608-0842"	"NLA06608-0842-2007-1"	1	1	8	2007	44.98259563	-109.5385322	"WY"	"region_8"	"WMT"	"10"	"10070006"	"natural"	0.154375485	1.629312541	3139	26	1.16979645470245	40.31619797	4.35	0	NA	"NLA06608-0842"	25.5	0
"721"	"NLA06608-0843"	"NLA06608-0843-2007-1"	1	18	7	2007	33.28828061	-87.1410494	"AL"	"region_4"	"SAP"	"3"	"3160112"	"man-made"	0.427393466	5.124597709	148.45	3.8	2.21126558530407	15.24660781	2.26	0	NA	"NLA06608-0843"	3	0
"722"	"NLA06608-0846"	"NLA06608-0846-2007-1"	1	28	8	2007	45.70558294	-89.89123137	"WI"	"region_5"	"UMW"	"7"	"7070001"	"man-made"	17.80118547	110.4024441	464.14	4.9	7.38157936224703	7.527925891	0.8	0	NA	"NLA06608-0846"	4.1	1
"723"	"NLA06608-0846"	"NLA06608-0846-2012-1"	1	22	8	2012	45.71958321	-89.88146231	"WI"	"region_5"	"UMW"	"7"	"7070001"	"man_made"	17.80118125	110.402432	464.14	NA	7.38157942818238	19.6240585	1	0	"NLA12_WI-109"	"NLA06608-0846"	4	1
"724"	"NLA06608-0847"	"NLA06608-0847-2007-1"	1	30	8	2007	40.52821138	-84.49692799	"OH"	"region_5"	"TPL"	"4"	"4100004"	"man-made"	51.14443686	61.48418422	263.19	2.2	2.42526546500703	6.710008221	0.23	0	NA	"NLA06608-0847"	2	0
"725"	"NLA06608-0849"	"NLA06608-0849-2007-1"	1	31	7	2007	48.09040077	-124.6325273	"WA"	"region_10"	"WMT"	"17"	"17100101"	"natural"	30.36176287	50.00086607	10.11	43.9	2.5598180839238	2.337088279	3.17	0	NA	"NLA06608-0849"	42.3	0
"726"	"NLA06608-0850"	"NLA06608-0850-2007-1"	1	7	8	2007	40.76400873	-111.3907566	"UT"	"region_8"	"WMT"	"16"	"16020101"	"man-made"	4.201827721	12.13167056	1840	23.5	1.66953894954027	4.975432594	3.4	0	NA	"NLA06608-0850"	23	0
"727"	"NLA06608-0851"	"NLA06608-0851-2007-1"	1	5	6	2007	45.77329011	-99.64100853	"SD"	"region_8"	"NPL"	"10"	"10130106"	"natural"	0.577621722	5.801225281	562.5	4.1	2.15324298213712	4.952820439	0.9	0	NA	"NLA06608-0851"	3.5	1
"728"	"NLA06608-0851"	"NLA06608-0851-2012-1"	1	17	7	2012	45.77202719	-99.64103628	"SD"	"region_8"	"NPL"	"10"	"10130106"	"natural"	0.5776213289	5.801237972	562.5	NA	2.15324842535626	18.56112466	0.75	0	"NLA12_SD-108"	"NLA06608-0851"	2.6	1
"729"	"NLA06608-0856"	"NLA06608-0856-2007-1"	1	19	6	2007	34.28490489	-97.17112636	"OK"	"region_6"	"SPL"	"11"	"11130303"	"man-made"	1.607370051	13.29745681	245.42	9.3	2.95873262326516	3.800212608	0.98	0	NA	"NLA06608-0856"	9	1
"730"	"NLA06608-0856"	"NLA06608-0856-2012-1"	1	24	7	2012	34.28477821	-97.17097192	"OK"	"region_6"	"SPL"	"11"	"11130303"	"man_made"	1.607371379	13.29748652	245.42	NA	2.95873801160247	2.684319352	0.49	0	"NLA12_OK-119"	"NLA06608-0856"	7.5	1
"731"	"NLA06608-0857"	"NLA06608-0857-2007-1"	1	22	6	2007	36.17652473	-79.76105079	"NC"	"region_4"	"SAP"	"3"	"3030002"	"man-made"	5.01248966	37.33749439	218.37	5.8	4.70450022321896	12.73431006	1.15	0	NA	"NLA06608-0857"	5.3	0
"732"	"NLA06608-0859"	"NLA06608-0859-2007-1"	1	5	7	2007	42.78877715	-88.21979209	"WI"	"region_5"	"TPL"	"7"	"7120006"	"natural"	4.893771604	36.1112779	235.53	19	4.60485624741224	7.527925891	1.25	0	NA	"NLA06608-0859"	18.5	0
"733"	"NLA06608-0860"	"NLA06608-0860-2007-1"	1	19	7	2007	41.77555566	-91.58457902	"IA"	"region_7"	"TPL"	"7"	"7080208"	"man-made"	12.41453394	81.6032672	207.23	9.1	6.53337227368207	6.699306329	0.32	0	NA	"NLA06608-0860"	8.5	0
"734"	"NLA06608-0860"	"NLA06608-0860-2007-2"	2	21	8	2007	41.77555566	-91.58457902	"IA"	"region_7"	"TPL"	"7"	"7080208"	"man-made"	12.41453394	81.6032672	207.23	9.5	6.53337227368207	6.699306329	0.35	0	NA	"NLA06608-0860"	8	0
"735"	"NLA06608-0862"	"NLA06608-0862-2007-1"	1	8	8	2007	46.13959313	-90.20943735	"WI"	"region_5"	"UMW"	"7"	"7050002"	"natural"	0.174604075	1.75735864	482.22	7.3	1.18639219600902	242.0290559	2.75	0	NA	"NLA06608-0862"	6.5	0
"736"	"NLA06608-0863"	"NLA06608-0863-2007-1"	1	2	7	2007	40.55157389	-81.23795266	"OH"	"region_5"	"SAP"	"5"	"5040001"	"man-made"	6.040491796	33.75124062	281.89	6.2	3.8739022655558	6.710008221	1.04	0	NA	"NLA06608-0863"	5.7	0
"737"	"NLA06608-0864"	"NLA06608-0864-2007-1"	1	25	6	2007	38.29933705	-102.7554334	"CO"	"region_8"	"SPL"	"11"	"11020009"	"man-made"	3.036463188	8.631725025	1181.28	11.2	1.39736111783677	5.170878971	1.2	0	NA	"NLA06608-0864"	10.5	1
"738"	"NLA06608-0864"	"NLA06608-0864-2012-1"	1	13	7	2012	38.30009665	-102.7612671	"CO"	"region_8"	"SPL"	"11"	"11020009"	"man_made"	3.03645989	8.631690336	1181.28	NA	1.3973562610074	19.12157378	0.415	0	"NLA12_CO-101"	"NLA06608-0864"	1.7	1
"739"	"NLA06608-0864"	"NLA06608-0864-2012-2"	2	21	8	2012	38.30009665	-102.7612671	"CO"	"region_8"	"SPL"	"11"	"11020009"	"man_made"	3.03645989	8.631690336	1181.28	NA	1.3973562610074	19.12157378	0.265	0	"NLA12_CO-101"	"NLA06608-0864"	1.3	1
"740"	"NLA06608-0865"	"NLA06608-0865-2007-1"	1	12	9	2007	28.0262635	-81.90969367	"FL"	"region_4"	"CPL"	"3"	"3100101"	"natural"	0.097157605	1.22560094	40.58	2.9	1.10918950850163	200.5678407	0.45	0	NA	"NLA06608-0865"	2.4	0
"741"	"NLA06608-0868"	"NLA06608-0868-2007-1"	1	18	8	2007	37.61578723	-87.85835615	"KY"	"region_4"	"TPL"	"5"	"5140202"	"man-made"	0.347656266	4.142881879	138.33	4.3	1.98208643031723	9.113587668	0.45	0	NA	"NLA06608-0868"	3.8	0
"742"	"NLA06608-0869"	"NLA06608-0869-2007-1"	1	9	8	2007	41.41393411	-75.02535883	"PA"	"region_3"	"NAP"	"2"	"2040104"	"man-made"	0.291065806	4.269699799	361.42	1.6	2.23252748847614	38.02739512	0.88	0	NA	"NLA06608-0869"	1.5	0
"743"	"NLA06608-0870"	"NLA06608-0870-2007-1"	1	9	8	2007	44.31668637	-122.0463775	"OR"	"region_10"	"WMT"	"17"	"17090004"	"man-made"	0.636914944	6.143986898	795.16	42.4	2.17172399307504	3.999258837	12.51	0	NA	"NLA06608-0870"	36	1
"744"	"NLA06608-0870"	"NLA06608-0870-2012-1"	1	10	7	2012	44.31314071	-122.0454265	"OR"	"region_10"	"WMT"	"17"	"17090004"	"man_made"	0.6369158062	6.143979584	795.16	NA	2.17171993784262	14.60346988	16.4	0	"NLA12_OR-106"	"NLA06608-0870"	30	1
"745"	"NLA06608-0871"	"NLA06608-0871-2007-1"	1	12	7	2007	45.39184932	-96.09372175	"MN"	"region_5"	"TPL"	"7"	"7020002"	"natural"	0.919480939	4.300437957	327.56	1.2	1.26513359707884	194.6655063	0.15	0	NA	"NLA06608-0871"	1	0
"746"	"NLA06608-0872"	"NLA06608-0872-2007-1"	1	21	6	2007	37.70523851	-97.05592896	"KS"	"region_7"	"SPL"	"11"	"11030017"	"man-made"	0.887350165	6.705766168	385.74	2.7	2.00814910571398	3.717455758	0.13	0	NA	"NLA06608-0872"	2.2	0
"747"	"NLA06608-0873"	"NLA06608-0873-2007-1"	1	20	6	2007	34.78754469	-111.2309008	"AZ"	"region_9"	"WMT"	"15"	"15020008"	"man-made"	0.493827628	3.404521213	2066	5.4	1.36666924310234	3.185761615	0.14	0	NA	"NLA06608-0873"	5	0
"748"	"NLA06608-0874"	"NLA06608-0874-2007-1"	1	30	8	2007	43.49984691	-86.02363273	"MI"	"region_5"	"UMW"	"4"	"4060101"	"natural"	0.230273152	2.657528962	232.11	11.8	1.562253194397	81.58117426	1.35	0	NA	"NLA06608-0874"	11.3	0
"749"	"NLA06608-0875"	"NLA06608-0875-2007-1"	1	14	9	2007	42.42600499	-84.93952274	"MI"	"region_5"	"UMW"	"4"	"4050003"	"natural"	0.457886331	2.565681137	272.91	6.3	1.06959388104751	81.58117426	1.75	0	NA	"NLA06608-0875"	5.7	0
"750"	"NLA06608-0877"	"NLA06608-0877-2007-1"	1	13	9	2007	33.39339434	-114.7186101	"AZ"	"region_9"	"XER"	"15"	"15030104"	"man-made"	0.550064843	10.51258198	69.11	3.7	3.99850385855488	1.091128324	0.78	0	NA	"NLA06608-0877"	3.7	1
"751"	"NLA06608-0877"	"NLA06608-0877-2012-1"	1	23	8	2012	33.40602291	-114.7138943	"AZ"	"region_9"	"XER"	"15"	"15030104"	"man_made"	0.5500641968	10.5125494	69.11	NA	3.99849381527483	6.028067123	1.5	0	"NLA12_AZ-106"	"NLA06608-0877"	4.3	1
"752"	"NLA06608-0878"	"NLA06608-0878-2007-1"	1	1	8	2007	46.41279009	-95.49202478	"MN"	"region_5"	"UMW"	"7"	"7010107"	"natural"	2.805232362	10.01612512	399.86	15	1.68698176737504	5.66008504	1.65	0	NA	"NLA06608-0878"	15	0
"753"	"NLA06608-0880"	"NLA06608-0880-2007-1"	1	17	7	2007	39.61349449	-102.1976293	"CO"	"region_8"	"SPL"	"10"	"10250003"	"man-made"	7.406546548	18.89637395	1119.24	3.1	1.95868981265848	5.170878971	0.25	0	NA	"NLA06608-0880"	2.5	0
"754"	"NLA06608-0881"	"NLA06608-0881-2007-1"	1	30	7	2007	44.68029866	-118.0456408	"OR"	"region_10"	"WMT"	"17"	"17050203"	"man-made"	9.118175218	25.12410187	1241.7	11.6	2.34710028888637	4.40366347	1.19	0	NA	"NLA06608-0881"	11.5	1
"755"	"NLA06608-0881"	"NLA06608-0881-2012-1"	1	6	8	2012	44.68126963	-118.0520874	"OR"	"region_10"	"WMT"	"17"	"17050203"	"man_made"	9.118180094	25.12405702	1241.7	NA	2.34709547142568	16.08017148	2.9	0	"NLA12_OR-105"	"NLA06608-0881"	12.3	1
"756"	"NLA06608-0885"	"NLA06608-0885-2007-1"	1	11	7	2007	33.74732977	-117.4401855	"CA"	"region_9"	"XER"	"18"	"18070203"	"man-made"	0.267345594	2.435487513	352.21	6.5	1.32875361687608	56.58094452	0.56	0	NA	"NLA06608-0885"	6	0
"757"	"NLA06608-0889"	"NLA06608-0889-2007-1"	1	11	7	2007	41.21839793	-116.5205894	"NV"	"region_9"	"XER"	"16"	"16040106"	"man-made"	2.333334357	11.22510047	1645.33	2.8	2.07298813761497	1.036696107	0.29	0	NA	"NLA06608-0889"	2.3	1
"758"	"NLA06608-0889"	"NLA06608-0889-2012-1"	1	11	7	2012	41.21823837	-116.5203252	"NV"	"region_9"	"XER"	"16"	"16040106"	"man_made"	2.333338323	11.22508635	1645.33	NA	2.07298376827461	4.663642135	0.63	0	"NLA12_NV-105"	"NLA06608-0889"	4.7	1
"759"	"NLA06608-0890"	"NLA06608-0890-2007-1"	1	30	7	2007	48.04237609	-90.41206384	"MN"	"region_5"	"UMW"	"4"	"4010101"	"natural"	0.592063823	5.673495052	523.79	8.5	2.07999114404365	105.454706	3.5	0	NA	"NLA06608-0890"	8	0
"760"	"NLA06608-0891"	"NLA06608-0891-2007-1"	1	18	8	2007	41.22739765	-103.8250886	"NE"	"region_7"	"SPL"	"10"	"10190016"	"man-made"	0.902652545	8.331180711	1463.67	2.6	2.47366746667608	3.778708663	0.2	0	NA	"NLA06608-0891"	2.5	0
"761"	"NLA06608-0893"	"NLA06608-0893-2007-1"	1	28	6	2007	40.4600301	-81.16283175	"OH"	"region_5"	"SAP"	"5"	"5040001"	"man-made"	3.862780202	41.91009843	294.8	10.5	6.01538945815683	11.71887506	1.28	0	NA	"NLA06608-0893"	10	0
"762"	"NLA06608-0895"	"NLA06608-0895-2007-1"	1	9	7	2007	34.36024322	-109.3628312	"AZ"	"region_9"	"WMT"	"15"	"15020002"	"man-made"	5.29233009	25.91176317	1822	2	3.17737571351703	2.02555244	0.2	0	NA	"NLA06608-0895"	2	1
"763"	"NLA06608-0895"	"NLA06608-0895-2012-1"	1	26	7	2012	34.3606808	-109.363087	"AZ"	"region_9"	"XER"	"15"	"15020001"	"man_made"	5.292331386	25.91177862	1822	NA	3.17737721899863	11.19040339	0.225	0	"NLA12_AZ-107"	"NLA06608-0895"	3.5	1
"764"	"NLA06608-0899"	"NLA06608-0899-2007-1"	1	20	6	2007	46.64962378	-99.42139052	"ND"	"region_8"	"NPL"	"10"	"10130103"	"natural"	0.865480116	3.694064247	551.81	2.1	1.12013654125984	19.94722145	0.55	0	NA	"NLA06608-0899"	2	0
"765"	"NLA06608-0900"	"NLA06608-0900-2007-1"	1	18	6	2007	38.72322531	-88.7625553	"IL"	"region_5"	"TPL"	"5"	"5120115"	"man-made"	2.338842349	27.52135039	155.71	8.2	5.07649932923884	20.33534178	1.2	0	NA	"NLA06608-0900"	8	0
"766"	"NLA06608-0904"	"NLA06608-0904-2007-1"	1	31	7	2007	42.30712511	-96.33164966	"IA"	"region_7"	"TPL"	"10"	"10230001"	"natural"	0.958995218	10.81728322	324.62	2.7	3.11605452097387	6.08408436	0.3	0	NA	"NLA06608-0904"	2	0
"767"	"NLA06608-0905"	"NLA06608-0905-2007-1"	1	21	6	2007	39.17160197	-119.9011897	"NV"	"region_9"	"WMT"	"16"	"16050101"	"man-made"	1.409360139	6.405813521	2385.72	10.2	1.52215320942193	1.117669007	8.9	0	NA	"NLA06608-0905"	9.7	0
"768"	"NLA06608-0906"	"NLA06608-0906-2007-1"	1	12	6	2007	43.64334502	-110.796597	"WY"	"region_8"	"WMT"	"17"	"17040103"	"natural"	1.857625724	6.066239699	2021.7	48	1.25555437767515	10.82677028	7.45	0	NA	"NLA06608-0906"	47.5	1
"769"	"NLA06608-0906"	"NLA06608-0906-2012-1"	1	16	8	2012	43.64344358	-110.7963554	"WY"	"region_8"	"WMT"	"17"	"17040103"	"natural"	1.857627304	6.066247809	2021.7	NA	1.25555552227987	NA	10	0	"NLA12_WY-R01"	"NLA06608-0906"	47.9	1
"770"	"NLA06608-0913"	"NLA06608-0913-2007-1"	1	6	9	2007	46.36895187	-69.22774755	"ME"	"region_1"	"NAP"	"1"	"1010002"	"natural"	1.043874979	11.14439738	307.8	2.8	3.07699941377199	68.10333034	1.89	0	NA	"NLA06608-0913"	2.5	1
"771"	"NLA06608-0913"	"NLA06608-0913-2012-1"	1	20	8	2012	46.37254151	-69.22930798	"ME"	"region_1"	"NAP"	"1"	"1010002"	"natural"	1.043875226	11.14440316	307.8	NA	3.0770006456088	106.9001716	2.175	0	"NLA12_ME-104"	"NLA06608-0913"	2	1
"772"	"NLA06608-0914"	"NLA06608-0914-2007-1"	1	2	8	2007	44.7665922	-67.69930253	"ME"	"region_1"	"NAP"	"1"	"1050002"	"natural"	0.834465783	7.084784952	69.91	10.7	2.18784965000712	61.84915074	5.53	0	NA	"NLA06608-0914"	10	1
"773"	"NLA06608-0914"	"NLA06608-0914-2012-1"	1	23	8	2012	44.76671955	-67.69865499	"ME"	"region_1"	"NAP"	"1"	"1050002"	"natural"	0.8344653561	7.084782016	69.91	NA	2.1878493029774	97.0831352	4.075	0	"NLA12_ME-107"	"NLA06608-0914"	13	1
"774"	"NLA06608-0915"	"NLA06608-0915-2007-1"	1	8	8	2007	47.5788475	-96.23531854	"MN"	"region_5"	"UMW"	"9"	"9020301"	"natural"	0.042979225	0.886944763	348.7	1.7	1.20687516839815	545.0266745	0.85	0	NA	"NLA06608-0915"	1	0
"775"	"NLA06608-0916"	"NLA06608-0916-2007-1"	1	8	8	2007	38.79133283	-105.1064368	"CO"	"region_8"	"WMT"	"11"	"11020002"	"man-made"	0.102229312	1.557592447	3147	8.7	1.37423555777102	37.60767404	0.6	0	NA	"NLA06608-0916"	8	1
"776"	"NLA06608-0916"	"NLA06608-0916-2012-1"	1	5	7	2012	38.7911491	-105.1063606	"CO"	"region_8"	"WMT"	"11"	"11020002"	"man_made"	0.1022284808	1.557596057	3147	NA	1.37424432963185	139.0707292	NA	1	"NLA12_CO-108"	"NLA06608-0916"	4.5	1
"777"	"NLA06608-0918"	"NLA06608-0918-2007-1"	1	14	8	2007	45.63536489	-70.35478251	"ME"	"region_1"	"NAP"	"1"	"1030001"	"natural"	2.828829075	10.73531477	378.84	22.5	1.80055543706867	68.10333034	2.87	0	NA	"NLA06608-0918"	22	1
"778"	"NLA06608-0918"	"NLA06608-0918-2012-1"	1	13	8	2012	45.63439161	-70.36642133	"ME"	"region_1"	"NAP"	"1"	"1030001"	"natural"	2.828830619	10.73532486	378.84	NA	1.80055663801038	106.9001716	3.005	0	"NLA12_ME-102"	"NLA06608-0918"	24.5	1
"779"	"NLA06608-0921"	"NLA06608-0921-2007-1"	1	25	6	2007	35.95443189	-78.57809968	"NC"	"region_4"	"SAP"	"3"	"3020201"	"man-made"	6.675551704	65.26823664	75.75	7	7.12612384128413	47.41940135	0.78	0	NA	"NLA06608-0921"	6.5	0
"780"	"NLA06608-0922"	"NLA06608-0922-2007-1"	1	8	6	2007	44.46680722	-106.7540577	"WY"	"region_8"	"NPL"	"10"	"10090206"	"man-made"	8.226826629	23.91427051	1392	33.9	2.35199304378754	3.108017713	1.45	0	NA	"NLA06608-0922"	33.5	1
"781"	"NLA06608-0922"	"NLA06608-0922-2012-1"	1	6	7	2012	44.4786195	-106.7522443	"WY"	"region_8"	"NPL"	"10"	"10090206"	"natural"	12.53056138	24.46994545	1393.13	NA	1.95003679049541	21.09389031	6.875	0	"NLA12_WY-104"	"NLA06608-0922"	NA	1
"782"	"NLA06608-0924"	"NLA06608-0924-2007-1"	1	12	8	2007	42.53263874	-100.5912717	"NE"	"region_7"	"SPL"	"10"	"10150004"	"natural"	0.130008801	1.655027034	884.24	1.4	1.2948330725837	15.49382569	0.23	0	NA	"NLA06608-0924"	1	1
"783"	"NLA06608-0924"	"NLA06608-0924-2012-1"	1	18	8	2012	42.53266913	-100.5913352	"NE"	"region_7"	"SPL"	"10"	"10150004"	"natural"	0.1300093741	1.65503812	884.24	NA	1.2948388919403	63.96724665	0.145	0	"NLA12_NE-102"	"NLA06608-0924"	1.1	1
"784"	"NLA06608-0925"	"NLA06608-0925-2007-1"	1	3	10	2007	36.11204382	-114.4484101	"NV"	"region_9"	"XER"	"15"	"15010015"	"man-made"	611.3321842	1151.204341	353	19.5	13.1343582077495	1.224245099	11.88	0	NA	"NLA06608-0925"	19	0
"785"	"NLA06608-0926"	"NLA06608-0926-2007-1"	1	6	8	2007	46.27836202	-91.03611959	"WI"	"region_5"	"UMW"	"7"	"7030002"	"natural"	0.708648489	3.58596696	435.99	22	1.20167193691898	59.0272092	6.7	0	NA	"NLA06608-0926"	21.5	0
"786"	"NLA06608-0927"	"NLA06608-0927-2007-1"	1	15	8	2007	40.19262068	-109.6839624	"UT"	"region_8"	"XER"	"14"	"14060002"	"natural"	4.529226694	12.58569903	1463.07	3	1.66824710868561	2.500256737	2.75	0	NA	"NLA06608-0927"	3	0
"787"	"NLA06608-0929"	"NLA06608-0929-2007-1"	1	16	6	2007	46.17967552	-113.2957121	"MT"	"region_8"	"WMT"	"17"	"17010202"	"man-made"	11.270674	28.05160966	1944	8.8	2.35709947395571	1.69454268	4.3	0	NA	"NLA06608-0929"	7.5	0
"788"	"NLA06608-0930"	"NLA06608-0930-2007-1"	1	21	8	2007	43.53424744	-71.50524998	"NH"	"region_1"	"NAP"	"1"	"1070002"	"natural"	16.69501392	43.11861274	146.79	39	2.97691514152105	22.36614373	6.45	0	NA	"NLA06608-0930"	39	1
"789"	"NLA06608-0930"	"NLA06608-0930-2012-1"	1	28	6	2012	43.53695021	-71.5109902	"NH"	"region_1"	"NAP"	"1"	"1070002"	"natural"	16.69501872	43.11862338	146.79	NA	2.97691544816023	62.80328308	6.45	0	"NLA12_NH-103"	"NLA06608-0930"	5.5	1
"790"	"NLA06608-0931"	"NLA06608-0931-2012-1"	1	22	5	2012	44.98525558	-88.71706451	"WI"	"region_5"	"UMW"	"4"	"4030202"	"natural"	0.01731647851	0.490710486	294.16	NA	1.05193914719943	NA	1.83	0	"NLA12_WI-R08"	"NLA06608-0931"	NA	0
"791"	"NLA06608-0933"	"NLA06608-0933-2007-1"	1	31	7	2007	43.92762751	-118.1504274	"OR"	"region_10"	"WMT"	"17"	"17050116"	"man-made"	7.167882587	14.75750632	1019.15	7.3	1.55493630785953	4.40366347	1.04	0	NA	"NLA06608-0933"	7	1
"792"	"NLA06608-0933"	"NLA06608-0933-2012-1"	1	8	8	2012	43.93094187	-118.1543661	"OR"	"region_10"	"WMT"	"17"	"17050116"	"man_made"	7.167880851	14.75749133	1019.15	NA	1.55493491672234	16.08017148	1.6	0	"NLA12_OR-112"	"NLA06608-0933"	8.2	1
"793"	"NLA06608-0934"	"NLA06608-0934-2007-1"	1	28	8	2007	43.73612725	-122.0382458	"OR"	"region_10"	"WMT"	"17"	"17090001"	"natural"	24.43702689	35.51064697	1651.51	45	2.0264200294313	1.750361848	36.71	0	NA	"NLA06608-0934"	43	1
"794"	"NLA06608-0934"	"NLA06608-0934-2012-1"	1	13	8	2012	43.73000902	-122.0435795	"OR"	"region_10"	"WMT"	"17"	"17090001"	"natural"	24.43702474	35.51066091	1651.51	NA	2.02642091406287	11.79973534	27.95	0	"NLA12_OR-109"	"NLA06608-0934"	51	1
"795"	"NLA06608-0935"	"NLA06608-0935-2007-1"	1	6	8	2007	44.6510154	-93.4604842	"MN"	"region_5"	"UMW"	"7"	"7020012"	"natural"	0.701298513	3.304887117	288.05	8.6	1.11326931582476	105.454706	1.15	0	NA	"NLA06608-0935"	8	0
"796"	"NLA06608-0938"	"NLA06608-0938-2007-1"	1	7	8	2007	43.23106073	-86.2884379	"MI"	"region_5"	"UMW"	"4"	"4060102"	"natural"	18.99633474	49.51062963	176.65	19	3.2044877107867	3.743461174	1.46	0	NA	"NLA06608-0938"	17.8	1
"797"	"NLA06608-0938"	"NLA06608-0938-2012-1"	1	11	7	2012	43.2314452	-86.31568591	"MI"	"region_5"	"UMW"	"4"	"4060102"	"natural"	18.9963343	49.51063769	176.65	NA	3.20448826956767	12.79786549	2.45	0	"NLA12_MI-105"	"NLA06608-0938"	17.5	1
