"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"21923","NLA12_WA-116-2012-1","NLA12_WA-116",1,0,2012,9,12,NA,10.115,NA,NA,"E",0
"21924","NLA12_WA-116-2012-1","NLA12_WA-116",1,2,2012,9,12,19.8,10.12,9.32,526.9,"E",0
"21925","NLA12_WA-116-2012-1","NLA12_WA-116",1,4,2012,9,12,19.79,10.14,9.31,520.7,"E",0
"21926","NLA12_WA-116-2012-1","NLA12_WA-116",1,6,2012,9,12,19.79,10.12,9.29,520.5,"E",0
"21927","NLA12_WA-116-2012-1","NLA12_WA-116",1,8,2012,9,12,19.79,10.1,9.27,520.5,"M",0
"21928","NLA12_WA-116-2012-1","NLA12_WA-116",1,10,2012,9,12,12.57,1.2,8.25,585.9,"M",0
"21929","NLA12_WA-116-2012-1","NLA12_WA-116",1,12,2012,9,12,9.21,0.4,8.12,588.8,"M",0
"21930","NLA12_WA-116-2012-1","NLA12_WA-116",1,14,2012,9,12,7.64,0.05,8.07,590.5,"M",0
"21931","NLA12_WA-116-2012-1","NLA12_WA-116",1,16,2012,9,12,6.99,NA,8.01,593,"H",0
"21932","NLA12_WA-116-2012-1","NLA12_WA-116",1,18,2012,9,12,6.69,NA,7.99,600.7,"H",0
"21933","NLA12_WA-116-2012-1","NLA12_WA-116",1,20,2012,9,12,6.46,NA,7.9,618.9,"H",0
"21934","NLA12_WA-116-2012-1","NLA12_WA-116",1,22,2012,9,12,6.18,NA,7.84,632.2,"H",0
"21935","NLA12_WA-116-2012-1","NLA12_WA-116",1,24,2012,9,12,6.08,NA,7.78,704,"H",0
"21936","NLA12_WA-116-2012-1","NLA12_WA-116",1,26,2012,9,12,6.17,NA,7.66,1294,"H",0
"21937","NLA12_WA-116-2012-1","NLA12_WA-116",1,28,2012,9,12,6.55,NA,7.22,5917,"H",0
"21938","NLA12_WA-116-2012-1","NLA12_WA-116",1,30,2012,9,12,7.16,0.03,7.08,8406,"H",0
"21939","NLA12_WA-116-2012-1","NLA12_WA-116",1,32,2012,9,12,7.65,0.06,7.25,18800,"H",0
"21940","NLA12_WA-116-2012-1","NLA12_WA-116",1,32.5,2012,9,12,7.79,0.07,7.36,24350,"H",0
