"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"20696","NLA12_OR-129-2012-1","NLA12_OR-129",1,0.5,2012,7,30,20.15,8.75,6.95,120,"E",0
"20697","NLA12_OR-129-2012-1","NLA12_OR-129",1,1,2012,7,30,20.1,8.7,6.9,120,"E",0
"20698","NLA12_OR-129-2012-1","NLA12_OR-129",1,2,2012,7,30,19.9,8.7,6.9,120,"E",0
"20699","NLA12_OR-129-2012-1","NLA12_OR-129",1,3,2012,7,30,19.8,8.41,6.8,119,"E",0
"20700","NLA12_OR-129-2012-1","NLA12_OR-129",1,4,2012,7,30,18.8,7.1,6.6,118,"E",0
"20701","NLA12_OR-129-2012-1","NLA12_OR-129",1,5,2012,7,30,18.4,6.3,6.5,118,"M",0
"20702","NLA12_OR-129-2012-1","NLA12_OR-129",1,6,2012,7,30,14,0.5,6.1,109,"M",0
"20703","NLA12_OR-129-2012-1","NLA12_OR-129",1,7,2012,7,30,11.9,0.1,6.1,108,"M",0
"20704","NLA12_OR-129-2012-1","NLA12_OR-129",1,8,2012,7,30,11.1,0.1,6.2,111,"H",0
"20705","NLA12_OR-129-2012-1","NLA12_OR-129",1,8.5,2012,7,30,10.9,0.1,6.8,177,"H",0
