"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"19579","NLA12_MT-143-2012-1","NLA12_MT-143",1,0,2012,7,10,19.45,9.6,9,866.5,"E",0
"19580","NLA12_MT-143-2012-1","NLA12_MT-143",1,0.5,2012,7,10,19.5,10,9,852,"E",0
"19581","NLA12_MT-143-2012-1","NLA12_MT-143",1,1,2012,7,10,19.4,10.1,9,852,"E",0
"19582","NLA12_MT-143-2012-1","NLA12_MT-143",1,1.5,2012,7,10,19.4,10.1,9,852,"E",0
"19583","NLA12_MT-143-2012-1","NLA12_MT-143",1,2,2012,7,10,19.3,10,9,852,"E",0
"19584","NLA12_MT-143-2012-1","NLA12_MT-143",1,2.5,2012,7,10,19.3,10,9,853,"E",0
"19585","NLA12_MT-143-2012-1","NLA12_MT-143",1,3,2012,7,10,19.1,10.3,9,850,"M",0
"19586","NLA12_MT-143-2012-1","NLA12_MT-143",1,3.5,2012,7,10,17.2,11.6,9,850,"M",0
"19587","NLA12_MT-143-2012-1","NLA12_MT-143",1,4,2012,7,10,16.7,10.8,8.9,847,"H",0
"19588","NLA12_MT-143-2012-1","NLA12_MT-143",1,4.5,2012,7,10,16.4,9.4,9,852,"H",0
"19589","NLA12_MT-143-2012-1","NLA12_MT-143",1,5,2012,7,10,16.3,9,8.9,852,"H",0
"19590","NLA12_MT-143-2012-1","NLA12_MT-143",1,5.5,2012,7,10,16.2,6.1,8.9,852,"H",0
"19591","NLA12_MT-143-2012-1","NLA12_MT-143",1,6,2012,7,10,NA,NA,NA,NA,"H",0
