"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"15463","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,0,2012,8,14,23.55,8.35,7.5,46.95,"E",1
"15464","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,1,2012,8,14,23.2,8.4,7.7,46.1,"E",1
"15465","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,2,2012,8,14,22.8,8.4,7.6,45.7,"E",1
"15466","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,3,2012,8,14,22.7,8.3,7.5,45.6,"E",1
"15467","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,4,2012,8,14,22.1,8.5,7.5,44.9,"E",1
"15468","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,5,2012,8,14,15.9,12.1,7.5,36.8,"M",1
"15469","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,6,2012,8,14,11,12.1,7.3,31.8,"M",1
"15470","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,7,2012,8,14,8.7,9.8,7,30.1,"M",1
"15471","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,8,2012,8,14,7.4,6.8,6.7,28.8,"M",1
"15472","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,9,2012,8,14,6.9,5.1,6.5,28.3,"M",1
"15473","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,10,2012,8,14,6.7,4.3,6.4,28.1,"H",1
"15474","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,11,2012,8,14,6.7,3.7,6.4,28.7,"H",1
"15475","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,12,2012,8,14,6.6,3.2,6.3,28.6,"H",1
"15476","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,13,2012,8,14,6.5,2.6,6.3,28.5,"H",1
"15477","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,14,2012,8,14,6.4,2,6.2,29,"H",1
"15478","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,15,2012,8,14,6.4,1.4,6.2,29.5,"H",1
"15479","NLA06608-EMAP:ME254L-2012-1","NLA06608-EMAP_ME254L",1,15.5,2012,8,14,6.4,0.8,6.2,31.3,"H",1
