"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"17719","NLA12_GA-R11-2012-1","NLA12_GA-R11",1,0,2012,8,16,26.2,1.55,3.9,94,"E",0
"17720","NLA12_GA-R11-2012-1","NLA12_GA-R11",1,0.5,2012,8,16,25.9,1.6,3.9,94,"E",0
"17721","NLA12_GA-R11-2012-1","NLA12_GA-R11",1,1,2012,8,16,25.7,1.3,4,94,"E",0
"17722","NLA12_GA-R11-2012-1","NLA12_GA-R11",1,1.5,2012,8,16,25,1.2,4,95,"E",0
"17723","NLA12_GA-R11-2012-1","NLA12_GA-R11",1,1.7,2012,8,16,25,1.1,4,95,"E",0
