"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"22321","NLA12_WI-154-2012-1","NLA12_WI-154",1,0,2012,7,16,30.4,6.5,5.6,15.7,"E",0
"22322","NLA12_WI-154-2012-1","NLA12_WI-154",1,1,2012,7,16,24.6,0.8,5,16.2,"M",0
"22323","NLA12_WI-154-2012-1","NLA12_WI-154",1,2,2012,7,16,16.8,0.4,5,15.7,"M",0
"22324","NLA12_WI-154-2012-1","NLA12_WI-154",1,3,2012,7,16,10.6,0.3,5.2,19.7,"M",0
"22325","NLA12_WI-154-2012-1","NLA12_WI-154",1,4,2012,7,16,6.3,0.3,5.7,26.1,"M",0
"22326","NLA12_WI-154-2012-1","NLA12_WI-154",1,5,2012,7,16,5.1,0.3,8.8,31,"M",0
"22327","NLA12_WI-154-2012-1","NLA12_WI-154",1,6,2012,7,16,4.7,0.3,5.9,40.2,"H",0
"22328","NLA12_WI-154-2012-1","NLA12_WI-154",1,7,2012,7,16,4.7,0.3,5.9,44.8,"H",0
