"SITE_ID"	"COM_ID"	"VISIT_NO"	"DAY"	"MONTH"	"YEAR"	"LAT"	"LON"	"STATE"	"EPA_REG"	"ECO9"	"HUC2"	"HUC8"	"LAKE_ORIGIN"	"AREA_KM2"	"PERIM_KM"	"ELEVATION_M"	"WGT"
"501"	"NLA12_ID-149"	"23616696"	1	15	7	2012	46.68823022	-116.649551	"ID"	"Region_10"	"WMT"	"17"	"17060306"	"NATURAL"	0.06488524087	1.137585074	677.78	12.10496977
"502"	"NLA12_ID-150"	"24457181"	NA	NA	NA	NA	43.72575869	-112.1664428	"ID"	"Region_10"	"XER"	"17"	"17040201"	""	0.1118088107	4.3313125	1454.64	4.894451307
"503"	"NLA12_ID-151"	"23258613"	1	27	6	2012	43.19840666	-114.5997261	"ID"	"Region_10"	"XER"	"17"	"17040219"	"MAN_MADE"	0.4460233911	6.977021396	1678.67	3.290387433
"504"	"NLA12_ID-152"	"24181129"	NA	NA	NA	NA	45.14123559	-116.0634175	"ID"	"Region_10"	"WMT"	"17"	"17050123"	""	0.01034730609	0.479485384	2247.4	45.45833333
"505"	"NLA12_ID-153"	"24381257"	NA	NA	NA	NA	47.54435818	-116.463527	"ID"	"Region_10"	"WMT"	"17"	"17010303"	"NATURAL"	0.07429512378	1.086500441	653.39	12.10496977
"506"	"NLA12_ID-154"	""	NA	NA	NA	NA	43.43440528	-111.1223048	"ID"	"Region_10"	"WMT"	"17"	"17040104"	"NATURAL"	0.3626492082	4.121740611	2023.15	3.290387433
"507"	"NLA12_ID-155"	"23326670"	NA	NA	NA	NA	42.55580085	-116.3292885	"ID"	"Region_10"	"XER"	"17"	"17050104"	""	0.03440995993	0.909791649	1749.01	45.45833333
"508"	"NLA12_ID-156"	"23556278"	NA	NA	NA	NA	45.00490405	-115.8937881	"ID"	"Region_10"	"WMT"	"17"	"17060208"	"NATURAL"	0.1646667461	1.705998544	2324.97	4.894451307
"509"	"NLA12_ID-157"	"24173258"	NA	NA	NA	NA	44.02038809	-116.5035492	"ID"	"Region_10"	"XER"	"17"	"17050122"	"MAN_MADE"	0.2362832394	2.730858274	867.79	3.290387433
"510"	"NLA12_ID-158"	"23491007"	1	26	7	2012	44.10981036	-114.9661056	"ID"	"Region_10"	"WMT"	"17"	"17060201"	"NATURAL"	0.09078302308	1.325485277	2494.5	12.10496977
"511"	"NLA12_ID-159"	"23326704"	NA	NA	NA	NA	42.4641365	-116.7573115	"ID"	"Region_10"	"XER"	"17"	"17050104"	"MAN_MADE"	0.1566138569	2.214341478	1604.53	4.894451307
"512"	"NLA12_ID-160"	"22908337"	NA	NA	NA	NA	48.68686581	-116.4040648	"ID"	"Region_10"	"WMT"	"17"	"17010104"	""	0.06216693166	0.991528548	536.3	12.10496977
"513"	"NLA12_ID-161"	"23585113"	NA	NA	NA	NA	46.26888911	-114.8067374	"ID"	"Region_10"	"WMT"	"17"	"17060302"	"NATURAL"	0.05186330593	0.850938035	1895.91	12.10496977
"514"	"NLA12_ID-162"	"24475486"	NA	NA	NA	NA	43.93103408	-111.3808565	"ID"	"Region_10"	"XER"	"17"	"17040204"	""	0.04765030293	1.649118524	1580.84	12.10496977
"515"	"NLA12_ID-163"	"23501593"	NA	NA	NA	NA	44.09032617	-113.7573625	"ID"	"Region_10"	"WMT"	"17"	"17060202"	"NATURAL"	0.0457400901	0.933090148	3071.39	12.10496977
"516"	"NLA12_ID-164"	"23516562"	NA	NA	NA	NA	44.62611277	-113.6126156	"ID"	"Region_10"	"WMT"	"17"	"17060204"	"NATURAL"	0.1069719629	1.347625424	2715.96	4.894451307
"517"	"NLA12_ID-165"	"24118307"	1	15	7	2012	48.01025724	-116.7078838	"ID"	"Region_10"	"WMT"	"17"	"17010214"	"NATURAL"	0.213905073	2.700148447	656.52	3.290387433
"518"	"NLA12_ID-166"	"24566893"	1	30	7	2012	43.07839868	-112.6936589	"ID"	"Region_10"	"XER"	"17"	"17040206"	"MAN_MADE"	0.2125854419	3.992512505	1338.82	3.290387433
"519"	"NLA12_ID-167"	"23280694"	NA	NA	NA	NA	42.9359815	-115.7467526	"ID"	"Region_10"	"XER"	"17"	"17050101"	""	0.01393303981	0.490994253	750.73	45.45833333
"520"	"NLA12_ID-168"	"24181133"	1	2	7	2012	45.12898626	-116.0220887	"ID"	"Region_10"	"WMT"	"17"	"17050123"	"NATURAL"	1.220913417	7.373095136	1694.66	5.355105547
"521"	"NLA12_ID-169"	"23592600"	NA	NA	NA	NA	46.41478821	-114.4225911	"ID"	"Region_10"	"WMT"	"17"	"17060303"	"NATURAL"	0.1214715909	1.453816583	1806.04	4.894451307
"522"	"NLA12_ID-170"	"23258603"	NA	NA	NA	NA	43.24676802	-114.4861212	"ID"	"Region_10"	"XER"	"17"	"17040219"	""	0.1342737735	2.38454453	1734.09	4.894451307
"523"	"NLA12_ID-171"	"23293837"	NA	NA	NA	NA	42.88389042	-115.8406075	"ID"	"Region_10"	"XER"	"17"	"17050102"	""	0.129116332	1.655374951	756.54	4.894451307
"524"	"NLA12_ID-172"	"23556314"	NA	NA	NA	NA	44.89994244	-115.8582554	"ID"	"Region_10"	"WMT"	"17"	"17060208"	"NATURAL"	0.1294239233	1.460849879	2123.53	4.894451307
"525"	"NLA12_ID-173"	"4601952"	NA	NA	NA	NA	42.17294761	-112.257336	"ID"	"Region_10"	"XER"	"16"	"16010204"	""	0.01168129574	0.403467062	1369.34	45.45833333
"526"	"NLA12_ID-174"	"24161833"	NA	NA	NA	NA	44.09291781	-115.0467012	"ID"	"Region_10"	"WMT"	"17"	"17050120"	"NATURAL"	0.02470836293	0.611865753	2321.61	45.45833333
"527"	"NLA12_ID-175"	"23310370"	1	5	7	2012	43.1914128	-116.9598035	"ID"	"Region_10"	"XER"	"17"	"17050103"	"MAN_MADE"	0.7297437597	5.934699401	1399.79	5.355105547
"528"	"NLA12_ID-176"	"24161937"	NA	NA	NA	NA	43.97833637	-114.9755632	"ID"	"Region_10"	"WMT"	"17"	"17050120"	"NATURAL"	0.04395885116	0.905223224	2702.28	12.10496977
"529"	"NLA12_ID-177"	"23577722"	NA	NA	NA	NA	45.97159619	-114.6491108	"ID"	"Region_10"	"WMT"	"17"	"17060301"	"NATURAL"	0.01855307639	0.506152436	1983.87	45.45833333
"530"	"NLA12_ID-178"	"24465616"	NA	NA	NA	NA	44.37725617	-111.1132642	"ID"	"Region_10"	"WMT"	"17"	"17040202"	"NATURAL"	0.01393326343	0.44711154	2397.17	45.45833333
"531"	"NLA12_ID-179"	"23537083"	NA	NA	NA	NA	45.16371635	-114.6221523	"ID"	"Region_10"	"WMT"	"17"	"17060206"	"NATURAL"	0.3467614354	4.046149121	2390.87	3.290387433
"532"	"NLA12_ID-180"	"23003090"	1	14	8	2012	47.51563208	-115.7316178	"ID"	"Region_10"	"WMT"	"17"	"17010302"	"NATURAL"	0.07530982006	1.431181292	1710.56	12.10496977
"533"	"NLA12_ID-181"	"23556258"	NA	NA	NA	NA	45.02721766	-115.4362185	"ID"	"Region_10"	"WMT"	"17"	"17060208"	"NATURAL"	0.01203671648	0.413839801	2471.82	45.45833333
"534"	"NLA12_ID-182"	"23293987"	NA	NA	NA	NA	42.15289493	-116.005688	"ID"	"Region_10"	"XER"	"17"	"17050102"	"MAN_MADE"	0.3532892779	2.850239633	1838.95	3.290387433
"535"	"NLA12_ID-183"	"22908185"	NA	NA	NA	NA	48.83973562	-116.5673736	"ID"	"Region_10"	"WMT"	"17"	"17010104"	"NATURAL"	0.03343755001	0.737531519	2053.27	45.45833333
"536"	"NLA12_ID-184"	"23246784"	NA	NA	NA	NA	43.72165525	-113.8442272	"ID"	"Region_10"	"WMT"	"17"	"17040218"	"NATURAL"	0.03326798165	0.835666777	2924.54	45.45833333
"537"	"NLA12_ID-185"	"24475516"	NA	NA	NA	NA	43.89734666	-111.7364805	"ID"	"Region_10"	"XER"	"17"	"17040204"	""	0.01596978298	0.537745874	1496.32	45.45833333
"538"	"NLA12_ID-186"	"24500258"	NA	NA	NA	NA	42.62280328	-114.2763913	"ID"	"Region_10"	"XER"	"17"	"17040212"	""	0.05305753767	1.351259173	1178.52	12.10496977
"539"	"NLA12_ID-187"	"24381361"	NA	NA	NA	NA	47.47639655	-116.6086805	"ID"	"Region_10"	"WMT"	"17"	"17010303"	""	0.2020434262	2.595629405	650.39	3.290387433
"540"	"NLA12_ID-188"	"23153100"	NA	NA	NA	NA	43.0441531	-111.4042709	"ID"	"Region_10"	"WMT"	"17"	"17040205"	""	0.1550149146	3.371527162	1949.26	4.894451307
"541"	"NLA12_ID-189"	"24181355"	NA	NA	NA	NA	44.52198939	-115.9894646	"ID"	"Region_10"	"WMT"	"17"	"17050123"	"MAN_MADE"	0.1229178296	2.592751022	1467.24	4.894451307
"542"	"NLA12_ID-190"	"22908313"	NA	NA	NA	NA	48.69338021	-116.064713	"ID"	"Region_10"	"WMT"	"17"	"17010104"	"NATURAL"	0.1240111558	1.582267371	757.39	4.894451307
"543"	"NLA12_ID-191"	"23592788"	NA	NA	NA	NA	46.17655698	-115.2173049	"ID"	"Region_10"	"WMT"	"17"	"17060303"	"NATURAL"	0.1255292532	1.588413849	1917.97	4.894451307
"544"	"NLA12_ID-192"	"23490771"	NA	NA	NA	NA	44.43946825	-114.1377311	"ID"	"Region_10"	"WMT"	"17"	"17060201"	""	0.1434247772	1.677605557	1614.04	4.894451307
"545"	"NLA12_ID-193"	"23203406"	NA	NA	NA	NA	42.20502501	-115.001935	"ID"	"Region_10"	"XER"	"17"	"17040213"	""	0.1930915084	2.163485374	1676.95	4.894451307
"546"	"NLA12_ID-194"	"23280570"	1	26	6	2012	43.16587842	-115.6524756	"ID"	"Region_10"	"XER"	"17"	"17050101"	"MAN_MADE"	1.639336602	8.032201221	997.16	5.355105547
"547"	"NLA12_ID-195"	"23556178"	NA	NA	NA	NA	45.10099502	-115.8610856	"ID"	"Region_10"	"WMT"	"17"	"17060208"	"NATURAL"	0.2274300195	2.504016905	2354.29	3.290387433
"548"	"NLA12_ID-196"	"23571535"	NA	NA	NA	NA	45.33695339	-116.5255201	"ID"	"Region_10"	"WMT"	"17"	"17060210"	"NATURAL"	0.03291844643	0.751292447	2447.35	45.45833333
"549"	"NLA12_ID-197"	"23577660"	NA	NA	NA	NA	46.09404995	-114.5397881	"ID"	"Region_10"	"WMT"	"17"	"17060301"	"NATURAL"	0.04174884961	0.794021966	1921.41	12.10496977
"550"	"NLA12_ID-198"	"23145897"	1	31	7	2012	44.21474968	-111.6155136	"ID"	"Region_10"	"XER"	"17"	"17040203"	"MAN_MADE"	0.04431704145	0.985491844	1686.92	12.10496977
"551"	"NLA12_ID-199"	"23508998"	NA	NA	NA	NA	45.26037898	-114.5205551	"ID"	"Region_10"	"WMT"	"17"	"17060203"	"NATURAL"	0.07004345931	1.059462207	1864.07	12.10496977
"552"	"NLA12_ID-200"	"23170933"	NA	NA	NA	NA	42.87472902	-113.8054376	"ID"	"Region_10"	"XER"	"17"	"17040209"	""	0.9942029887	10.22443983	1293.6	5.355105547
"553"	"NLA12_ID-201"	"23265296"	NA	NA	NA	NA	43.33237182	-115.1275504	"ID"	"Region_10"	"XER"	"17"	"17040220"	"MAN_MADE"	0.1152110794	1.794781343	1630.97	4.894451307
"554"	"NLA12_ID-202"	"23293945"	NA	NA	NA	NA	42.36719522	-115.6988732	"ID"	"Region_10"	"XER"	"17"	"17050102"	"NATURAL"	0.3361933763	3.119347814	1437.08	3.290387433
"555"	"NLA12_ID-203"	"4469685"	1	1	8	2012	42.26037727	-111.4707171	"ID"	"Region_10"	"WMT"	"16"	"16010201"	"MAN_MADE"	0.135957442	1.865670748	1998.3	4.894451307
"556"	"NLA12_ID-204"	"24161917"	NA	NA	NA	NA	43.99310538	-115.0939739	"ID"	"Region_10"	"WMT"	"17"	"17050120"	"NATURAL"	0.01973972497	0.577803906	2617.83	45.45833333
"557"	"NLA12_ID-205"	"24181213"	1	21	8	2012	44.97021316	-116.001262	"ID"	"Region_10"	"WMT"	"17"	"17050123"	"NATURAL"	0.1358117154	1.736565188	2008.09	4.894451307
"558"	"NLA12_ID-206"	"4557276"	NA	NA	NA	NA	42.28405971	-112.0058845	"ID"	"Region_10"	"XER"	"16"	"16010202"	"MAN_MADE"	0.0542116085	1.238324234	1484.31	12.10496977
"559"	"NLA12_ID-207"	"22992435"	1	12	7	2012	48.27818524	-116.8311247	"ID"	"Region_10"	"WMT"	"17"	"17010215"	"MAN_MADE"	0.2705353311	2.152291332	683.32	3.290387433
"560"	"NLA12_ID-208"	"23171065"	NA	NA	NA	NA	42.60991285	-113.7621135	"ID"	"Region_10"	"XER"	"17"	"17040209"	""	0.07339323053	1.100368099	1264.95	12.10496977
"561"	"NLA12_ID-209"	"24189312"	1	5	7	2012	44.79670477	-116.7326881	"ID"	"Region_10"	"WMT"	"17"	"17050124"	"MAN_MADE"	0.1244278782	1.71732417	2154.36	4.894451307
"562"	"NLA12_ID-210"	"23491363"	1	24	7	2012	43.94034156	-114.9417467	"ID"	"Region_10"	"WMT"	"17"	"17060201"	"NATURAL"	0.27879266	2.90445712	2621.58	3.290387433
"563"	"NLA12_ID-211"	"24465810"	NA	NA	NA	NA	44.16159831	-111.0951723	"ID"	"Region_10"	"WMT"	"17"	"17040202"	"NATURAL"	0.01199411172	0.405590125	1975.85	45.45833333
"564"	"NLA12_ID-212"	"23585129"	NA	NA	NA	NA	46.25501229	-114.473438	"ID"	"Region_10"	"WMT"	"17"	"17060302"	"NATURAL"	0.04333443048	0.788219181	2251.68	12.10496977
"565"	"NLA12_ID-213"	"23546810"	NA	NA	NA	NA	45.61085703	-115.6213134	"ID"	"Region_10"	"WMT"	"17"	"17060207"	"NATURAL"	0.1208850859	1.622014311	1734.65	4.894451307
"566"	"NLA12_ID-214"	"23192245"	1	8	8	2012	42.1873061	-113.92408	"ID"	"Region_10"	"XER"	"17"	"17040211"	"MAN_MADE"	4.073951506	21.71478069	1444.65	5.355105547
"567"	"NLA12_ID-215"	"23491335"	1	25	7	2012	43.97945187	-114.8776554	"ID"	"Region_10"	"WMT"	"17"	"17060201"	"NATURAL"	1.582617731	7.565321908	2133.65	5.355105547
"568"	"NLA12_ID-216"	"23326678"	1	7	8	2012	42.53147462	-116.3645133	"ID"	"Region_10"	"XER"	"17"	"17050104"	"MAN_MADE"	0.2938507822	3.526067553	1773.61	3.290387433
"569"	"NLA12_ID-217"	"23246834"	NA	NA	NA	NA	43.60309394	-113.2667539	"ID"	"Region_10"	"WMT"	"17"	"17040218"	"MAN_MADE"	0.01043572937	0.496072298	1608.09	45.45833333
"570"	"NLA12_ID-218"	"23634730"	1	15	8	2012	47.07386493	-115.9576667	"ID"	"Region_10"	"WMT"	"17"	"17060308"	"NATURAL"	0.1093755364	1.279058714	1688.66	4.894451307
"571"	"NLA12_ID-219"	"23160424"	NA	NA	NA	NA	42.63548163	-112.1986436	"ID"	"Region_10"	"XER"	"17"	"17040208"	""	0.1247343012	2.224807893	1452.21	4.894451307
"572"	"NLA12_ID-220"	"23565331"	1	22	8	2012	45.26811761	-116.2079681	"ID"	"Region_10"	"WMT"	"17"	"17060209"	"NATURAL"	0.0271785858	0.687914835	2362.78	45.45833333
"573"	"NLA12_ID-221"	"23592504"	1	16	8	2012	46.63155999	-114.3843753	"ID"	"Region_10"	"WMT"	"17"	"17060303"	"NATURAL"	0.122231563	1.321805523	1944.63	4.894451307
"574"	"NLA12_IL-101"	"11867496"	1	14	8	2012	37.39303013	-88.68764163	"IL"	"Region_5"	"SAP"	"5"	"5140203"	"MAN_MADE"	0.2794779888	3.275114691	111.25	147.0390811
"575"	"NLA12_IL-102"	"10144919"	NA	NA	NA	NA	37.66926727	-88.83942997	"IL"	"Region_5"	"TPL"	"5"	"5140204"	"MAN_MADE"	0.05154343476	1.516993874	132.18	1332.410277
"576"	"NLA12_IL-103"	"6961999"	1	30	8	2012	40.98833771	-90.40342515	"IL"	"Region_5"	"TPL"	"7"	"7080104"	"MAN_MADE"	0.4264361798	7.406657942	229.16	13.83703919
"577"	"NLA12_IL-103"	"6961999"	2	26	9	2012	40.98833771	-90.40342515	"IL"	"Region_5"	"TPL"	"7"	"7080104"	"MAN_MADE"	0.4264361798	7.406657942	229.16	13.83703919
"578"	"NLA12_IL-104"	"14770206"	1	18	7	2012	42.19772807	-88.10331921	"IL"	"Region_5"	"TPL"	"7"	"7120006"	"NATURAL"	0.8850454108	3.989732142	257.23	54.29465472
"579"	"NLA12_IL-105"	"10284202"	1	13	9	2012	39.41011547	-87.80523888	"IL"	"Region_5"	"TPL"	"5"	"5120111"	"MAN_MADE"	2.961995854	36.78984462	184.92	39.85661628
"580"	"NLA12_IL-106"	"14769830"	1	19	7	2012	42.37464061	-88.13351269	"IL"	"Region_5"	"TPL"	"7"	"7120006"	"NATURAL"	1.548025399	8.802183045	223.92	13.83703919
"581"	"NLA12_IL-107"	"13464095"	NA	NA	NA	NA	41.47685012	-87.71241521	"IL"	"Region_5"	"TPL"	"7"	"7120003"	""	0.01375867429	0.491302434	224.81	1019.5
"582"	"NLA12_IL-108"	"13780590"	NA	NA	NA	NA	38.06100057	-89.26876759	"IL"	"Region_5"	"TPL"	"7"	"7140106"	"MAN_MADE"	0.1516836829	3.671585785	131.57	51.36939535
"583"	"NLA12_IL-109"	"5913645"	1	25	7	2012	39.44330979	-89.95992399	"IL"	"Region_5"	"TPL"	"7"	"7130012"	"MAN_MADE"	0.1315251632	2.500981851	195.55	51.36939535
"584"	"NLA12_IL-109"	"5913645"	2	18	9	2012	39.44330979	-89.95992399	"IL"	"Region_5"	"TPL"	"7"	"7130012"	"MAN_MADE"	0.1315251632	2.500981851	195.55	51.36939535
"585"	"NLA12_IL-110"	"10081064"	1	26	6	2012	40.48022364	-88.10299877	"IL"	"Region_5"	"TPL"	"5"	"5120109"	"MAN_MADE"	0.01734537234	0.512970999	235.34	1019.5
"586"	"NLA12_IL-111"	"10432788"	1	12	9	2012	38.75927501	-88.067551	"IL"	"Region_5"	"TPL"	"5"	"5120114"	"MAN_MADE"	3.339449364	37.2060316	144.81	35.86111249
"587"	"NLA12_IL-112"	"13783650"	1	15	8	2012	37.82087568	-88.90132266	"IL"	"Region_5"	"TPL"	"7"	"7140106"	"MAN_MADE"	0.01852140246	0.567287425	129.26	1019.5
"588"	"NLA12_IL-113"	"14819729"	NA	NA	NA	NA	39.95026421	-89.53244246	"IL"	"Region_5"	"TPL"	"7"	"7130008"	"MAN_MADE"	0.07573775184	1.665926908	174.25	133.8869592
"589"	"NLA12_IL-114"	"13583718"	1	29	8	2012	40.50804437	-90.16117672	"IL"	"Region_5"	"TPL"	"7"	"7130005"	"MAN_MADE"	0.7290324707	26.77754509	196.36	33.22957761
"590"	"NLA12_IL-115"	"5914679"	NA	NA	NA	NA	39.19462848	-90.18309705	"IL"	"Region_5"	"TPL"	"7"	"7130012"	""	0.01296272998	0.454386169	162.06	1019.5
"591"	"NLA12_IL-116"	"10144793"	1	16	8	2012	37.69361669	-88.70869133	"IL"	"Region_5"	"TPL"	"5"	"5140204"	"MAN_MADE"	0.1087426762	3.419315335	138.32	51.36939535
"592"	"NLA12_IL-117"	"13604394"	NA	NA	NA	NA	40.53653633	-89.7067519	"IL"	"Region_5"	"TPL"	"7"	"7130003"	""	0.1386262875	2.652522647	138.27	51.36939535
"593"	"NLA12_IL-118"	"14784313"	1	17	7	2012	42.24358324	-87.96277577	"IL"	"Region_5"	"TPL"	"7"	"7120004"	"MAN_MADE"	0.207283329	3.60906076	208.09	133.8869592
"594"	"NLA12_IL-119"	"13607434"	NA	NA	NA	NA	40.02231957	-90.41999668	"IL"	"Region_5"	"TPL"	"7"	"7130003"	""	0.04653343162	1.340475453	132.17	133.8869592
"595"	"NLA12_IL-120"	"3622797"	1	24	7	2012	38.75131255	-89.99244717	"IL"	"Region_5"	"TPL"	"7"	"7140101"	"MAN_MADE"	0.06987920243	1.465679447	152.77	133.8869592
"596"	"NLA12_IL-121"	"14779042"	NA	NA	NA	NA	41.25083117	-88.22079989	"IL"	"Region_5"	"TPL"	"7"	"7120005"	"MAN_MADE"	0.07172594076	1.141586262	181.2	133.8869592
"597"	"NLA12_IL-122"	"14769930"	NA	NA	NA	NA	42.33242792	-88.37077855	"IL"	"Region_5"	"TPL"	"7"	"7120006"	""	0.357182112	2.755773393	249.8	35.86111249
"598"	"NLA12_IL-123"	"14785739"	1	25	9	2012	41.64802026	-87.89932476	"IL"	"Region_5"	"TPL"	"7"	"7120004"	"MAN_MADE"	0.8509548674	11.3179376	209.01	35.86111249
"599"	"NLA12_IL-R01"	"11867374"	1	11	6	2012	37.47735207	-88.32742822	"IL"	"Region_5"	"SAP"	"5"	"5140203"	"MAN_MADE"	0.1202754764	1.782979574	113.39	NA
"600"	"NLA12_IL-R03"	"11867362"	1	13	6	2012	37.48284122	-88.32581739	"IL"	"Region_5"	"SAP"	"5"	"5140203"	"MAN_MADE"	0.05060625632	1.006046482	122.52	NA
"601"	"NLA12_IL-R04"	"11866002"	1	12	6	2012	37.51693276	-88.44687998	"IL"	"Region_5"	"SAP"	"5"	"5140203"	"MAN_MADE"	0.1190492301	2.271238496	136.72	NA
"602"	"NLA12_IN-101"	"15676403"	1	1	8	2012	41.57991404	-84.92317079	"IN"	"Region_5"	"TPL"	"4"	"4100003"	"NATURAL"	0.1019051846	1.275587004	309.77	47.64100274
"603"	"NLA12_IN-101"	"15676403"	2	13	8	2012	41.57991404	-84.92317079	"IN"	"Region_5"	"TPL"	"4"	"4100003"	"NATURAL"	0.1019051846	1.275587004	309.77	47.64100274
"604"	"NLA12_IN-102"	"18486002"	1	9	8	2012	41.28698824	-85.78290582	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	1.940341611	7.859003832	255.79	12.79382035
"605"	"NLA12_IN-103"	"12265302"	1	15	8	2012	41.39844133	-85.36782919	"IN"	"Region_5"	"TPL"	"4"	"4050001"	"NATURAL"	0.4700753436	3.535511239	284.71	31.46598573
"606"	"NLA12_IN-104"	"10107773"	1	22	8	2012	38.21375521	-87.11795032	"IN"	"Region_5"	"TPL"	"5"	"5140201"	"MAN_MADE"	0.1091514258	1.973624127	179.9	79.86735895
"607"	"NLA12_IN-105"	"13432623"	1	7	8	2012	41.41470487	-86.47339356	"IN"	"Region_5"	"TPL"	"7"	"7120001"	"NATURAL"	1.291172696	8.541157025	222.37	21.44809265
"608"	"NLA12_IN-106"	"18486084"	1	9	8	2012	41.22553211	-85.65005694	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.2258998354	2.483231071	262.61	31.46598573
"609"	"NLA12_IN-107"	"12265284"	1	24	7	2012	41.41821602	-85.73701538	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.5313586533	4.372895172	261.61	11.61891674
"610"	"NLA12_IN-108"	"18487192"	1	23	7	2012	41.07631805	-86.46293011	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.9681697062	5.63503891	218.5	11.61891674
"611"	"NLA12_IN-109"	"12259378"	NA	NA	NA	NA	41.650214	-85.08183757	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.1242078602	1.435689031	300.77	48.6546411
"612"	"NLA12_IN-110"	"18485954 ; 18485954"	1	6	8	2012	41.3210911	-85.75191291	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	3.220065588	13.63739145	250.67	7.1217646
"613"	"NLA12_IN-111"	"3921415"	1	31	7	2012	39.60815568	-84.97150743	"IN"	"Region_5"	"TPL"	"5"	"5080003"	"MAN_MADE"	0.727512337	6.371989759	254.76	7.1217646
"614"	"NLA12_IN-112"	"18464098"	1	5	9	2012	39.72076713	-86.72022287	"IN"	"Region_5"	"TPL"	"5"	"5120203"	"MAN_MADE"	1.241815738	14.01959658	255.24	21.44809265
"615"	"NLA12_IN-113"	"12259122"	1	30	7	2012	41.69099262	-85.02355495	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	4.071980919	18.03547764	296.1	7.1217646
"616"	"NLA12_IN-114"	"12265230"	1	16	8	2012	41.45498362	-85.24255829	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.3752285966	4.226689964	304.03	31.46598573
"617"	"NLA12_IN-115"	"18470130"	1	22	8	2012	39.02600151	-86.47054783	"IN"	"Region_5"	"SAP"	"5"	"5120208"	"MAN_MADE"	27.61795165	91.18767142	172.67	7.1217646
"618"	"NLA12_IN-116"	"18469408"	1	19	7	2012	39.27760527	-86.21213767	"IN"	"Region_5"	"SAP"	"5"	"5120202"	"MAN_MADE"	0.06315541703	1.308222857	249.35	685.7762136
"619"	"NLA12_IN-117"	"18476067"	1	29	8	2012	39.71553494	-86.21183124	"IN"	"Region_5"	"TPL"	"5"	"5120201"	"MAN_MADE"	0.1896019997	1.854492563	211.85	79.86735895
"620"	"NLA12_IN-118"	"13435529"	NA	NA	NA	NA	41.37969309	-87.44785899	"IN"	"Region_5"	"TPL"	"7"	"7120001"	""	0.02516793612	0.62011194	214.35	140.0869565
"621"	"NLA12_IN-119"	"18439770"	NA	NA	NA	NA	38.38374582	-87.33905427	"IN"	"Region_5"	"TPL"	"5"	"5120209"	"NATURAL"	0.05182868537	2.274597441	124.76	19.97556585
"622"	"NLA12_IN-120"	"12265382"	1	14	8	2012	41.35308847	-85.44887465	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.1172737003	1.762871268	268.38	8.10995549
"623"	"NLA12_IN-121"	"10380901"	NA	NA	NA	NA	38.37676807	-87.75520314	"IN"	"Region_5"	"TPL"	"5"	"5120113"	""	0.149279664	1.547338117	118.17	4.906636023
"624"	"NLA12_IN-122"	"10282324"	NA	NA	NA	NA	39.53820248	-87.38587861	"IN"	"Region_5"	"TPL"	"5"	"5120111"	"UNCERTAIN"	0.01575189272	0.476081235	146.2	140.0869565
"625"	"NLA12_IN-123"	"10357556"	NA	NA	NA	NA	38.1219541	-86.26528782	"IN"	"Region_5"	"SAP"	"5"	"5140104"	"NATURAL"	0.1506957979	3.759425206	123.14	8.10995549
"626"	"NLA12_IN-124"	"3924739"	NA	NA	NA	NA	39.37879698	-85.35592791	"IN"	"Region_5"	"TPL"	"5"	"5080003"	"MAN_MADE"	0.02294005806	0.932438765	313.78	140.0869565
"627"	"NLA12_IN-125"	"10285606"	NA	NA	NA	NA	39.01558163	-87.56629534	"IN"	"Region_5"	"TPL"	"5"	"5120111"	"MAN_MADE"	0.2674167116	2.784985187	130.92	4.906636023
"628"	"NLA12_IN-126"	"18449927"	1	31	8	2012	39.03667912	-85.68019805	"IN"	"Region_5"	"TPL"	"5"	"5120207"	"MAN_MADE"	0.06354854858	1.456222026	205.58	19.97556585
"629"	"NLA12_IN-127"	"18469416"	1	31	7	2012	39.25666178	-86.37285788	"IN"	"Region_5"	"SAP"	"5"	"5120202"	"MAN_MADE"	5.92288877	24.00982894	191.88	3.829073692
"630"	"NLA12_IN-128"	"18486010"	1	26	7	2012	41.28458229	-85.69379508	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.4905708786	3.209999592	253.16	4.906636023
"631"	"NLA12_IN-128"	"18486010"	2	17	8	2012	41.28458229	-85.69379508	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.4905708786	3.209999592	253.16	4.906636023
"632"	"NLA12_IN-129"	"3395974"	NA	NA	NA	NA	41.73515952	-86.54902225	"IN"	"Region_5"	"UMW"	"4"	"4040001"	"UNCERTAIN"	0.05147184953	1.471157445	233.68	19.97556585
