,lakeID,Perimeter,NoPoints,MaxLength,Spacing
489,NLA12_FL-132,9472.951478,947,3174.816488,10.00311666
405,NLA12_ME-114,11823.66878,1182,3581.262205,10.00310387
1032,NLA12_GA-R11,12623.88533,1262,1508.315218,10.00307871
336,NLA06608-0769,15624.67611,1562,3465.770106,10.00299367
759,NLA12_NE-121,6031.763344,603,2171.667054,10.00292428
412,NLA12_ME-126,1810.52713,181,645.8840942,10.00291232
287,NLA06608-4504,9762.841841,976,2531.627869,10.00291172
419,NLA12_NH-108,2590.752387,259,864.4460698,10.00290497
104,NLA06608-1487,16634.79767,1663,3631.403527,10.00288495
669,NLA12_KY-104,1750.504154,175,767.1533477,10.00288088
161,NLA06608-0990,5741.644558,574,2175.239716,10.00286508
130,NLA06608-1346,3911.113347,391,1607.336497,10.00284743
127,NLA06608-0445,6341.79819,634,2015.959748,10.00283626
48,NLA06608-0077,4961.402936,496,1431.481657,10.0028285
1027,NLA12_SD-162,16934.75076,1693,4956.556853,10.00280612
892,NLA12_UT-294,4341.212813,434,1254.57062,10.0027945
416,NLA12_ME-135,7302.028988,730,2457.53049,10.00277944
766,NLA12_NE-154,4411.217826,441,1641.015657,10.00276151
478,NLA12_FL-R06,9742.673899,974,3255.600253,10.00274528
155,NLA06608-1175,8902.418918,890,2874.318265,10.00271788
109,NLA06608-0734,4711.269467,471,1844.607249,10.00269526
56,NLA06608-1538,7441.976693,744,2143.822256,10.00265685
105,NLA06608-0363,11292.99256,1129,2481.017297,10.00265063
1002,NLA12_CA-156,10672.81562,1067,1770.853395,10.00263882
889,NLA12_UT-325,16294.23579,1629,3895.069063,10.00260024
316,NLA06608-2924,5841.505937,584,1966.214138,10.00257866
924,NLA12_ID-207,2080.535687,208,744.2892332,10.00257542
1042,NLA12_TX-129,9312.389731,931,3639.667697,10.00256684
11,NLA06608-0134,4901.241348,490,1909.995239,10.00253336
151,NLA06608-1390,13263.30248,1326,3517.972452,10.00249056
928,NLA12_MT-136,18714.64086,1871,6464.010372,10.00248042
629,NLA12_MN-135,3190.790484,319,797.2762744,10.00247801
724,NLA12_ND-173,5041.248807,504,1511.328876,10.00247779
817,NLA12_TX-R08,11872.9347,1187,2857.88886,10.00247237
939,NLA12_UT-141,8952.207928,895,1446.892787,10.00246696
330,NLA06608-0004,5851.426011,585,1398.42914,10.00243763
840,NLA12_TX-157,5531.340619,553,1835.382559,10.00242427
164,NLA06608-1239,6771.641053,677,1648.343745,10.00242401
1024,NLA12_DE-105,2400.579283,240,371.2245953,10.00241368
945,NLA12_WA-116,5601.336948,560,1818.57411,10.00238741
518,NLA12_IN-199,3660.864734,366,1481.292818,10.00236266
215,NLA06608-0510,10612.49772,1061,1526.126863,10.00235412
910,NLA12_UT-159,640.1503275,64,237.5089529,10.00234887
241,NLA06608-0579,12822.91713,1282,5661.458399,10.00227545
371,NLA06608-2082,16393.72361,1639,2925.435598,10.00227188
93,NLA06608-1579,17573.98572,1757,3019.195423,10.00226848
750,NLA12_SD-168,7291.592285,729,1640.198568,10.0021842
993,NLA12_CA-116,1800.391879,180,681.935607,10.00217711
304,NLA06608-1564,12202.6139,1220,2935.439022,10.00214254
261,NLA06608-R764,17503.66816,1750,1981.903504,10.00209609
140,NLA06608-0447,10252.14775,1025,1610.411205,10.00209536
824,NLA12_UT-343,3460.723586,346,1181.414852,10.00209129
452,NLA12_PA-108,16863.48023,1686,3896.46174,10.00206419
568,NLA12_WI-163,2750.5599,275,977.6478459,10.002036
360,NLA06608-3121,7271.466168,727,2655.254272,10.00201674
370,NLA06608-0933,14392.8767,1439,4223.62234,10.00199909
302,NLA06608-2696,17883.55577,1788,4263.877067,10.00198868
174,NLA06608-1015,22884.53977,2288,3874.499565,10.00198417
464,NLA12_VA-110,6881.360882,688,878.8789634,10.00197803
45,NLA06608-3698,9311.824101,931,1845.733837,10.00195929
526,NLA12_MI-122,3220.626143,322,1118.080061,10.00194454
149,NLA06608-0958,11972.31421,1197,3278.39559,10.00193334
687,NLA12_LA-109,4030.774811,403,1557.966241,10.00192261
1034,NLA12_PA-R11,7321.400712,732,1911.318849,10.00191354
224,NLA06608-0851,5651.050379,565,1407.875808,10.00185908
218,NLA06608-0715,7531.394944,753,1968.845594,10.00185252
667,NLA12_IL-123,10952.00155,1095,1495.613476,10.0018279
266,NLA06608-0140,3880.689199,388,1073.385923,10.00177629
280,NLA06608-1868,26264.6463,2626,3949.317158,10.00176935
866,NLA12_TX-135,1030.175257,103,366.5139779,10.00170153
345,NLA06608-0889,10861.83524,1086,3322.567204,10.00168991
411,NLA12_ME-122,19673.28174,1967,2159.959008,10.0016684
909,NLA12_UT-148,3780.601253,378,1172.261047,10.00159062
47,NLA06608-0781,2850.444394,285,1187.631097,10.00155928
658,NLA12_WI-172,4510.662312,451,1249.895354,10.00146854
646,NLA12_IA-120,17282.53617,1728,5083.332718,10.00146769
775,NLA12_SD-131,1790.25257,179,670.3215459,10.001411
232,NLA06608-1811,9801.303226,980,2458.254595,10.00132982
794,NLA12_KS-114,9081.196634,908,2475.828853,10.00131788
349,NLA06608-1810,28993.78389,2899,10259.98994,10.00130524
100,NLA06608-1334,27453.47977,2745,5448.374234,10.00126767
623,NLA12_MN-162,1330.16112,133,411.5889634,10.00121143
181,NLA06608-0142,19982.35536,1998,5177.855409,10.00117886
223,NLA06608-0471,19402.2517,1940,4850.816165,10.00116067
208,NLA06608-0378,15871.83248,1587,3903.345831,10.00115468
380,NLA06608-1269,3610.406452,361,689.9434758,10.00112591
545,NLA12_MI-167,1870.196827,187,712.5281907,10.00105255
183,NLA06608-2056,9941.037678,994,2011.44924,10.00104394
236,NLA06608-0635,7740.793416,774,2657.445713,10.00102509
768,NLA12_NE-157,4700.462703,470,1882.368036,10.00098447
386,NLA06608-0677,3790.366024,379,1475.123865,10.00096576
919,NLA12_ID-122,16121.55172,1612,5227.149204,10.00096261
390,NLA06608-2513,16911.58354,1691,4138.12753,10.00093645
96,NLA06608-1162,7530.697671,753,1517.945927,10.00092652
613,NLA12_KY-122,25762.38171,2576,1846.801766,10.00092458
385,NLA06608-1091,28642.64792,2864,6911.630442,10.00092455
338,NLA06608-1793,9260.848114,926,2565.873668,10.00091589
503,NLA12_AL-112,1270.114161,127,558.3960597,10.0008989
95,NLA06608-1626,18121.60469,1812,3027.636673,10.00088559
459,NLA12_NC-134,18551.61132,1855,3516.043941,10.00086864
153,NLA06608-1447,3700.317439,370,1288.757271,10.00085794
769,NLA12_NE-160,16591.37812,1659,3516.571235,10.00083069
184,NLA06608-1435,3860.318739,386,1391.101507,10.00082575
762,NLA12_NE-129,11280.92543,1128,1245.256602,10.00082042
292,NLA06608-0079,6440.525464,644,2240.626045,10.00081594
119,NLA06608-0627,5020.404139,502,1420.854047,10.00080506
733,NLA12_ND-129,27602.05222,2760,8845.013673,10.00074356
378,NLA06608-0201,14051.01435,1405,4967.593254,10.00072196
434,NLA12_CT-108,5110.365793,511,2192.916391,10.00071584
221,NLA06608-1511,15981.10056,1598,2337.349657,10.00068871
544,NLA12_MI-165,1370.09394,137,571.663946,10.00068569
395,NLA06608-1894,17371.15721,1737,1422.185345,10.00066621
524,NLA12_MI-161,16641.04338,1664,4351.457479,10.00062703
135,NLA06608-1684,13600.84949,1360,2393.159455,10.00062463
343,NLA06608-1862,6810.423122,681,1576.032571,10.00062133
179,NLA06608-0611,15060.92165,1506,4581.142669,10.00061199
258,NLA06608-R746,6650.374102,665,1789.705999,10.00056256
16,NLA06608-1174,22551.2637,2255,3111.883038,10.0005604
188,NLA06608-1056,10920.60195,1092,2657.293302,10.00055124
12,NLA06608-0357,4950.271821,495,1740.189445,10.00054913
523,NLA12_MI-155,1490.078647,149,607.8185162,10.00052783
576,NLA12_PA-111,6080.320453,608,1856.359022,10.00052706
377,NLA06608-1397,19700.9667,1970,5458.087135,10.00049071
248,NLA06608-0016,18430.88641,1843,3933.365255,10.00048096
88,NLA06608-0459,11610.53832,1161,2042.666892,10.00046367
847,NLA12_TX-195,3630.146334,363,585.266864,10.00040312
837,NLA12_TX-128,5410.205746,541,1395.558459,10.00038031
927,NLA12_MT-124,6970.264798,697,3173.085899,10.00037991
285,NLA06608-0824,24860.91506,2486,4469.824667,10.00036808
46,NLA06608-0113,4170.133029,417,1606.932343,10.00031901
185,NLA06608-0155,8530.261666,853,1897.926171,10.00030676
324,NLA06608-0713,20740.60266,2074,4132.266226,10.00029058
220,NLA06608-0922,23780.67311,2378,8761.745793,10.00028306
402,NLA12_MA-109,1520.031762,152,552.2561592,10.00020896
437,NLA12_CT-126,3050.060006,305,995.9732292,10.00019674
20,NLA06608-0914,6950.128086,695,2395.080087,10.0001843
586,NLA12_IN-144,6610.108183,661,1820.696527,10.00016367
36,NLA06608-1414,2720.036744,272,981.1258659,10.00013509
243,NLA06608-2824,4640.060259,464,1417.675996,10.00012987
513,NLA12_IN-172,4320.0555,432,1558.72973,10.00012847
870,NLA12_TX-158,4750.039736,475,778.3542963,10.00008366
190,NLA06608-R767,10360.00371,1036,2300.091524,10.00000358
767,NLA12_NE-156,1529.997745,153,562.9408854,9.99998526
134,NLA06608-1199,6209.988059,621,2178.727601,9.999980771
206,NLA06608-1134,13399.97404,1340,4417.013703,9.999980624
314,NLA06608-1191,5079.988713,508,1813.789513,9.999977781
664,NLA12_IL-114,26079.93429,2608,4350.844334,9.999974805
721,NLA12_ND-R17,9789.9328,979,2946.364475,9.999931359
397,NLA06608-1223,11949.91758,1195,3967.244239,9.999931028
194,NLA06608-0071,29449.75555,2945,6543.236356,9.999916996
7,NLA06608-EMAP:ME518L,17119.85072,1712,4647.772518,9.999912805
133,NLA06608-0235,13189.87392,1319,3560.770795,9.999904412
850,NLA12_TX-218,17299.82391,1730,2957.827486,9.999898214
115,NLA06608-0303,10929.87584,1093,1362.669409,9.999886403
320,NLA06608-2655,4179.921971,418,1353.286545,9.999813329
456,NLA12_NC-107,449.9912787,45,140.0649498,9.999806193
583,NLA12_IN-131,3069.935344,307,760.6259744,9.999789393
713,NLA12_MT-156,10299.70878,1030,2486.797425,9.999717263
168,NLA06608-0343,11159.65431,1116,3358.288718,9.999690246
3,NLA06608-ELS:1E3-012,1249.96034,125,425.6874864,9.999682717
124,NLA06608-2916,1909.937621,191,648.1294256,9.999673407
649,NLA12_WI-115,1129.958068,113,343.5835633,9.999628921
363,NLA06608-0837,8479.634416,848,1537.577564,9.999568887
701,NLA12_ND-178,3519.847526,352,1100.405119,9.999566835
121,NLA06608-1375,29528.68829,2953,4250.919045,9.999555804
439,NLA12_RI-108,29038.6929,2904,2260.865974,9.999549896
84,NLA06608-0831,11699.45744,1170,2742.282621,9.99953627
792,NLA12_IA-113,16379.22961,1638,1961.713682,9.999529676
925,NLA12_ID-214,21228.96791,2123,5636.907932,9.999513854
163,NLA06608-1111,2409.882439,241,862.0447488,9.999512193
341,NLA06608-0065,7229.645745,723,1990.963455,9.999510021
27,NLA06608-0994,24128.80538,2413,4076.740475,9.999504925
107,NLA06608-1782,4579.768644,458,1365.111134,9.999494855
637,NLA12_WI-147,1339.931736,134,523.4865437,9.99949057
869,NLA12_TX-152,20818.90595,2082,4985.879722,9.999474521
577,NLA12_PA-119,15899.06642,1590,2900.606784,9.999412843
920,NLA12_ID-151,6799.595468,680,1502.642562,9.999405101
216,NLA06608-0334,13939.15105,1394,3698.543046,9.999390997
593,NLA12_IN-163,28428.25617,2843,6457.546481,9.999386624
642,NLA12_WI-174,1069.92968,107,461.1793159,9.9993428
306,NLA06608-1524,3819.745334,382,1123.356169,9.999333335
97,NLA06608-1771,7559.46773,756,1705.741881,9.999295939
350,NLA06608-1874,17078.68761,1708,4570.447867,9.999231622
284,NLA06608-0268,22548.15726,2255,3221.304998,9.999182819
209,NLA06608-2800,22508.05138,2251,4049.696285,9.999134333
325,NLA06608-0834,23507.95276,2351,3531.91786,9.999129203
755,NLA12_CO-124,1089.899746,109,374.2450979,9.999080242
4,NLA06608-NELP-0955,5639.477623,564,2574.50926,9.999073799
1038,NLA12_OR-145,8399.206064,840,1103.718614,9.999054838
1026,NLA12_TX-117,1869.821601,187,629.7754939,9.999045997
996,NLA12_CA-132,4099.596463,410,1530.455033,9.999015764
326,NLA06608-0569,8869.108623,887,1848.026648,9.998995065
1011,NLA12_CA-208,6379.350948,638,1772.421504,9.998982677
479,NLA12_FL-R04,5829.392996,583,2365.353945,9.998958827
685,NLA12_AR-105,1509.841669,151,419.86515,9.998951453
991,NLA12_CA-111,13998.51022,1400,2470.452049,9.99893587
446,NLA12_NJ-108,7299.210422,730,948.1785373,9.998918386
114,NLA06608-0986,6599.259782,660,1815.983815,9.998878458
272,NLA06608-0216,4469.484696,447,869.9406591,9.998847195
826,NLA12_UT-260,2239.737098,224,817.2554153,9.998826329
365,NLA06608-0881,24337.12733,2434,6807.023708,9.998819773
65,NLA06608-0749,4069.519179,407,708.650092,9.998818622
833,NLA12_LA-154,1409.832202,141,577.4943641,9.998809943
234,NLA06608-1403,16638.00697,1664,5685.616405,9.998802264
342,NLA06608-2881,25416.86809,2542,8879.088545,9.998767933
786,NLA12_WY-151,8688.808132,869,2370.133276,9.99862846
678,NLA12_TN-122,2299.683851,230,698.132779,9.998625439
167,NLA06608-1383,26236.38146,2624,3661.195263,9.998620983
117,NLA06608-0467,10038.54422,1004,2986.802871,9.998550021
581,NLA12_IN-127,23246.4048,2325,4908.701516,9.998453677
796,NLA12_KS-125,10798.32785,1080,2147.193952,9.998451711
624,NLA12_MN-163,8088.736404,809,3412.084682,9.998438077
291,NLA06608-0970,17807.17311,1781,6429.001676,9.998412752
659,NLA12_WI-173,22056.43306,2206,3309.814932,9.998383074
499,NLA12_MN-170,8618.60514,862,1468.469017,9.998381833
1043,NLA12_TX-141,19316.84873,1932,2987.73216,9.998368908
60,NLA06608-1245,8398.626293,840,2948.498515,9.998364634
171,NLA06608-0183,21536.43814,2154,4614.664275,9.998346396
788,NLA12_AR-106,16737.19935,1674,2761.842482,9.998326972
68,NLA06608-R333,15557.3507,1556,1429.610845,9.998297363
123,NLA06608-2283,7628.677382,763,2085.359133,9.998266556
694,NLA12_MN-141,4599.195349,460,948.4833959,9.998250759
162,NLA06608-0279,9238.285095,924,2109.55316,9.998144042
81,NLA06608-0815,4699.11774,470,1606.710177,9.998122852
329,NLA06608-0895,25235.23907,2524,4310.588848,9.998113736
354,NLA06608-2241,9158.269825,916,2453.518782,9.998111163
968,NLA12_ID-209,1669.682681,167,590.9714687,9.998099889
632,NLA12_MN-152,2759.473761,276,791.1074786,9.998093338
247,NLA06608-2972,4459.149251,446,1335.013175,9.99809249
229,NLA06608-0083,4829.06592,483,945.4474673,9.998066087
139,NLA06608-0388,10147.98809,1015,1395.555445,9.998017819
998,NLA12_CA-135,9528.09268,953,2890.426386,9.997998615
654,NLA12_WI-152,19546.05214,1955,5849.353936,9.997980633
346,NLA06608-0585,14586.8713,1459,1571.556036,9.997855585
937,NLA12_NV-193,2839.368441,284,909.7284621,9.997776201
554,NLA12_OH-118,3789.155172,379,1352.077862,9.997770903
288,NLA06608-0012,13167.05244,1317,2576.07855,9.99776191
23,NLA06608-1238,13896.87789,1390,6100.975579,9.997753877
359,NLA06608-0501,13376.96797,1338,2150.88171,9.99773391
278,NLA06608-0628,7298.339358,730,2576.029337,9.997725148
399,NLA12_MA-105,15676.38389,1568,1874.68872,9.997693807
51,NLA06608-0141,9537.797607,954,1975.194714,9.997691412
912,NLA12_UT-173,7888.113209,789,2640.425156,9.99760863
41,NLA06608-1145,3709.111915,371,1150.536193,9.997606241
427,NLA12_VT-115,1359.674336,136,519.4893565,9.997605415
811,NLA12_OK-135,14596.44977,1460,3437.334693,9.997568339
40,NLA06608-0454,12077.00013,1208,2487.784568,9.997516665
542,NLA12_MI-162,3279.176419,328,1130.621776,9.997489081
387,NLA06608-0306,11017.20837,1102,2018.868168,9.997466764
827,NLA12_UT-400,1519.614038,152,642.7162465,9.997460773
217,NLA06608-1024,979.7492146,98,323.6416785,9.997440965
58,NLA06608-1389,7817.9773,782,2437.134456,9.997413427
339,NLA06608-1989,16975.53538,1698,4163.043613,9.997370657
305,NLA06608-0856,12986.57078,1299,2220.072035,9.997360111
71,NLA06608-2593,7398.036204,740,2611.788473,9.997346222
69,NLA06608-0013,7957.881693,796,1304.011384,9.997338811
635,NLA12_WI-127,1669.554571,167,614.5861874,9.997332761
357,NLA06608-0906,5918.404925,592,2370.400805,9.997305617
596,NLA12_IN-174,11116.98315,1112,964.972296,9.997287005
1037,NLA12_ND-172,14196.14234,1420,2838.579441,9.997283339
44,NLA06608-0690,6768.15694,677,1795.451762,9.997277608
102,NLA06608-1130,13996.12644,1400,2099.434029,9.997233169
382,NLA06608-0693,9627.159702,963,1739.753204,9.997050574
668,NLA12_IN-166,14025.84587,1403,2974.234503,9.997039108
180,NLA06608-0099,10646.81885,1065,2630.158613,9.997013009
240,NLA06608-0019,7647.703072,765,2089.668981,9.996997479
59,NLA06608-0665,6827.835294,683,1863.714993,9.996830592
883,NLA12_UT-196,3498.886662,350,1174.426374,9.996819033
277,NLA06608-1256,2279.26962,228,850.5982572,9.996796581
328,NLA06608-0877,10246.67682,1025,1536.087556,9.99675787
177,NLA06608-1736,8657.175911,866,3779.175283,9.996738927
187,NLA06608-0224,5878.02064,588,1824.1766,9.996633741
308,NLA06608-4610,3188.921977,319,885.2452386,9.996620618
282,NLA06608-4472,11096.17384,1110,3634.587651,9.996553005
656,NLA12_WI-166,2379.169178,238,752.6180364,9.996509152
797,NLA12_KS-130,1139.597553,114,430.0906538,9.996469766
772,NLA12_SD-115,3648.709983,365,875.1905328,9.996465707
90,NLA06608-1114,4598.349565,460,710.6227317,9.996412098
916,NLA12_CA-154,3528.703494,353,1388.492671,9.996327178
1029,NLA12_WA-114,10086.29331,1009,2268.280136,9.996326368
293,NLA06608-1808,8836.743631,884,2231.483892,9.996316325
1040,NLA12_ND-156,10865.97959,1087,1454.115734,9.996301375
495,NLA12_NC-108,5477.927,548,1470.295114,9.996217153
233,NLA06608-0979,5218.018231,522,1106.493645,9.996203508
494,NLA12_GA-127,7916.957635,792,3289.703295,9.99615863
1014,NLA12_WA-118,1109.572487,111,469.7474836,9.996148535
517,NLA12_IN-196,5427.900904,543,1904.517496,9.996134262
13,NLA06608-0610,5108.01406,511,1835.810946,9.99611362
878,NLA12_UT-110,1379.461365,138,513.0625614,9.996096849
653,NLA12_WI-140,8316.732698,832,1464.197355,9.996072954
35,NLA06608-0177,3428.638693,343,1504.897241,9.996031176
771,NLA12_NE-170,7047.163542,705,1861.085868,9.995976656
844,NLA12_TX-170,2878.826026,288,866.3676452,9.995923701
333,NLA06608-0237,5697.624,570,2002.66842,9.995831579
679,NLA12_WI-168,9336.084679,934,3569.78109,9.995808008
348,NLA06608-1753,8746.306367,875,3606.489658,9.995778706
239,NLA06608-1271,1649.300967,165,625.3965539,9.995763435
969,NLA12_ID-215,7276.908514,728,2225.469943,9.995753453
401,NLA12_MA-108,969.5832503,97,384.2460825,9.995703611
14,NLA06608-1558,5937.43344,594,1882.769644,9.995679192
574,NLA12_OH-113,1209.469865,121,467.6742939,9.99561872
213,NLA06608-1008,6936.941091,694,2711.245935,9.995592351
676,NLA12_TN-113,2778.774302,278,503.2164868,9.995591014
409,NLA12_ME-120,2848.73685,285,881.2708175,9.995567894
198,NLA06608-0327,8156.365048,816,2248.82207,9.995545402
633,NLA12_MN-167,3418.476033,342,1242.670538,9.995543955
111,NLA06608-0286,3948.236729,395,1214.205738,9.995536022
938,NLA12_UT-128,9905.544154,991,1106.485458,9.995503687
922,NLA12_ID-166,3858.239247,386,946.2062403,9.995438463
383,NLA06608-0285,4527.930365,453,1126.688526,9.995431268
532,NLA12_MI-132,1389.363774,139,577.2864568,9.995422832
530,NLA12_MI-128,5557.418814,556,967.5299807,9.99535758
936,NLA12_NV-177,2698.730035,270,1072.021922,9.995296424
849,NLA12_TX-202,1139.460793,114,445.9062523,9.995270115
729,NLA12_MT-160,6436.949469,644,1591.961757,9.995263151
262,NLA06608-0864,8405.97631,841,2750.727786,9.995215589
611,NLA12_WI-R13,5917.139748,592,1399.100421,9.995168494
160,NLA06608-0551,7036.567101,704,2416.487437,9.995123723
388,NLA06608-1445,7496.318663,750,2679.620423,9.99509155
178,NLA06608-1532,7156.437133,716,1437.274016,9.995023929
828,NLA12_UT-424,3238.377106,324,1201.854569,9.994991069
706,NLA12_MT-119,4847.544702,485,614.199166,9.994937531
403,NLA12_MA-110,2988.485001,299,1077.781754,9.994933115
965,NLA12_ID-194,7796.027055,780,2133.779283,9.99490648
312,NLA06608-1483,3498.20394,350,1008.085449,9.994868401
569,NLA12_WI-176,3148.366524,315,1116.572771,9.994814363
10,NLA06608-NH4912,2858.479733,286,1082.882558,9.994684382
254,NLA06608-0727,2148.845688,215,794.3471854,9.994631106
196,NLA06608-2092,6726.384009,673,1176.898089,9.994627056
5,NLA06608-NELP-3586,4627.447774,463,1740.302511,9.994487632
519,NLA12_MI-148,5197.091951,520,1655.794171,9.994407598
913,NLA12_UT-203,1259.293761,126,446.7028698,9.994394929
200,NLA06608-0828,5886.686072,589,2467.98305,9.994373637
85,NLA06608-1871,4637.35795,464,856.696717,9.994305926
970,NLA12_ID-216,3418.041473,342,1203.3131,9.994273313
710,NLA12_MT-144,6056.516899,606,1901.663503,9.994252308
275,NLA06608-0104,4567.324931,457,1284.412829,9.994146458
510,NLA12_IN-120,1698.984408,170,579.188944,9.99402593
737,NLA12_ND-155,4127.511288,413,1446.998951,9.993974064
822,NLA12_UT-290,1429.135956,143,532.890163,9.993957733
29,NLA06608-0982,4847.066626,485,1994.044603,9.993951807
619,NLA12_MN-132,2838.276206,284,1011.908964,9.993930303
555,NLA12_OH-136,2958.194636,296,1072.177153,9.993900799
958,NLA12_ID-143,3687.719823,369,1062.566673,9.993820658
249,NLA06608-0940,4846.899358,485,1690.667407,9.993606924
914,NLA12_WY-115,6425.839585,643,1825.579122,9.993529681
884,NLA12_UT-229,3247.893869,325,1318.323937,9.993519596
340,NLA06608-1857,6935.494334,694,2466.816706,9.993507686
575,NLA12_OH-115,5646.261821,565,1738.120738,9.993383753
99,NLA06608-1434,5926.052059,593,2186.067045,9.993342426
895,NLA12_WA-R09,5256.481873,526,2155.979249,9.993311546
582,NLA12_IN-128,3127.876892,313,1136.896938,9.993216907
441,NLA12_VT-112,1508.974647,151,560.4219852,9.99320958
643,NLA12_WI-183,3607.529036,361,1069.648588,9.993155225
214,NLA06608-1070,6645.44291,665,2354.358408,9.993147232
129,NLA06608-0765,3447.628922,345,1403.743572,9.993127311
862,NLA12_CO-133,2058.581676,206,778.9816893,9.993114934
930,NLA12_MT-164,5696.068484,570,1596.01419,9.993102603
873,NLA12_TX-182,3127.826835,313,954.5685325,9.99305698
159,NLA06608-0324,3377.637136,338,1019.129021,9.993009279
791,NLA12_IA-109,3337.630584,334,1226.461295,9.99290594
743,NLA12_SD-119,2118.488793,212,605.2499466,9.992871667
829,NLA12_UT-359,4406.855539,441,1264.049675,9.992869704
64,NLA06608-0541,1888.649115,189,711.6655095,9.992852458
977,NLA12_OR-129,3327.617282,333,1527.187299,9.992844692
943,NLA12_UT-222,4596.676714,460,1150.840216,9.992775466
727,NLA12_MT-126,3447.480744,345,1442.211122,9.992697809
803,NLA12_MO-126,1239.079277,124,508.1851481,9.992574814
738,NLA12_ND-160,2488.130092,249,1048.571488,9.992490328
551,NLA12_NY-0106,1948.512691,195,681.8502756,9.992372775
610,NLA12_MN-R13,919.2972321,92,334.0494954,9.992361219
238,NLA06608-1851,6455.010594,646,2061.894324,9.992276461
804,NLA12_NE-158,4476.516051,448,1196.434694,9.992223327
195,NLA06608-3911,3347.382246,335,1094.62592,9.99218581
534,NLA12_MI-135,3357.334451,336,1033.530241,9.992066817
67,NLA06608-0153,4036.77306,404,1512.717694,9.992012525
313,NLA06608-0564,3946.812707,395,1249.107409,9.991930903
307,NLA06608-0756,5645.429532,565,1408.836545,9.991910675
461,NLA12_PA-114,4516.315092,452,1433.956947,9.991847548
820,NLA12_TX-234,5375.561377,538,1075.272715,9.991749772
585,NLA12_IN-142,2587.828106,259,916.118108,9.991614309
740,NLA12_ND-164,3227.276704,323,1285.537039,9.991568744
587,NLA12_IN-146,5165.598595,517,2119.11242,9.991486643
75,NLA06608-0069,2347.998318,235,903.7028402,9.991482205
417,NLA12_ME-137,2787.619556,279,787.2932555,9.991467943
150,NLA06608-0771,5735.082659,574,1584.789876,9.991433203
630,NLA12_MN-145,5665.082561,567,1175.465595,9.991327268
641,NLA12_WI-171,1558.633201,156,621.0627698,9.991238466
450,NLA12_VA-R14,469.5807711,47,187.4787545,9.991080236
946,NLA12_WA-120,1658.507612,166,599.678018,9.991009712
940,NLA12_UT-169,2028.164707,203,742.2925905,9.990959147
757,NLA12_CO-131,1608.54319,161,618.7852256,9.990951488
854,NLA12_OK-292,4326.079827,433,1218.956925,9.990946483
199,NLA06608-0812,3137.152162,314,1036.9772,9.990930452
108,NLA06608-1387,4316.060745,432,1560.232614,9.990881355
373,NLA06608-0721,4555.801976,456,1887.001476,9.990793807
640,NLA12_WI-155,3207.037039,321,1132.54969,9.990769591
273,NLA06608-1484,4605.704351,461,1165.252177,9.990681889
297,NLA06608-1672,2307.841742,231,803.4964407,9.99065689
570,NLA12_WI-181,3316.875209,332,1089.745659,9.99058798
76,NLA06608-2657,2717.426071,272,901.227247,9.990537026
999,NLA12_CA-138,1298.762885,130,438.1054902,9.990483727
442,NLA12_NJ-105,2857.257272,286,1178.505976,9.99041004
1001,NLA12_CA-145,819.2124964,82,296.8916486,9.990396298
823,NLA12_UT-412,2137.929715,214,821.2134566,9.990325772
311,NLA06608-0068,3146.936872,315,1262.12977,9.990275785
420,NLA12_NH-109,4425.656326,443,1425.535036,9.990194866
260,NLA06608-R723,4545.515031,455,1241.798559,9.990142926
381,NLA06608-0649,4865.184441,487,1669.103532,9.990111788
957,NLA12_ID-113,1518.483452,152,613.9816701,9.990022712
230,NLA06608-0707,2707.286733,271,479.5769448,9.989987945
690,NLA12_LA-172,2497.496544,250,904.2487569,9.989986177
732,NLA12_ND-118,2996.97829,300,767.0629502,9.989927632
801,NLA12_MO-119,2297.672402,230,776.385367,9.989880009
722,NLA12_ND-R18,2797.158297,280,970.9947891,9.989851061
1039,NLA12_MN-177,2457.492462,246,505.9667616,9.989806757
618,NLA12_MN-126,509.4781945,51,179.8240183,9.98976852
997,NLA12_CA-223,2767.13143,277,969.5256058,9.989644152
410,NLA12_ME-121,1997.910162,200,776.4249427,9.98955081
352,NLA06608-0033,1738.175466,174,613.7141732,9.989514172
408,NLA12_ME-118,3006.819848,301,800.4221926,9.98943471
165,NLA06608-0679,4175.556073,418,1505.249993,9.989368595
756,NLA12_CO-127,1907.968023,191,696.8080964,9.989361377
959,NLA12_ID-145,2177.665111,218,838.0250366,9.989289499
19,NLA06608-0102,3845.812394,385,1311.775184,9.989123101
52,NLA06608-1741,4295.31445,430,940.6211245,9.989103372
94,NLA06608-0234,1937.840108,194,720.4832711,9.988866538
493,NLA12_GA-112,1238.607936,124,382.221785,9.988773675
552,NLA12_MS-126,1997.71015,200,370.2762741,9.98855075
112,NLA06608-1347,3426.069944,343,1208.850535,9.98854211
984,NLA12_OR-167,3575.847064,358,1556.552742,9.988399619
453,NLA12_MD-105,4115.180242,412,972.3072456,9.988301559
550,NLA12_MI-178,1937.729956,194,529.9669781,9.988298743
490,NLA12_FL-141,3415.996845,342,1002.475188,9.988294869
723,NLA12_WY-R08,1318.421417,132,483.046953,9.988041042
1025,NLA12_GA-114,1398.315609,140,452.0770676,9.987968638
926,NLA12_MT-120,1248.490977,125,547.7313445,9.987927817
693,NLA12_MN-137,2037.522843,204,884.0024761,9.987857072
