"SITE_ID"	"VISIT_NO"	"DEPTH"	"YEAR"	"MONTH"	"DAY"	"TEMP_FIELD"	"DO_FIELD"	"PH_FIELD"	"COND_FIELD"	"LAYER"
"214"	"NLA12_AZ-130"	"1"	0	2012	5	10	22.1	9.27	8.5	550	"E"
"215"	"NLA12_AZ-130"	"1"	1	2012	5	10	21.9	9.8	8.6	551	"E"
"216"	"NLA12_AZ-130"	"1"	2	2012	5	10	21.9	9.8	8.4	551	"E"
"217"	"NLA12_AZ-130"	"1"	3	2012	5	10	21.9	9.8	8.3	549	"E"
"218"	"NLA12_AZ-130"	"1"	4	2012	5	10	21.8	9.8	8.3	549	"E"
"219"	"NLA12_AZ-130"	"1"	5	2012	5	10	21.8	9.8	8.3	549	"E"
"220"	"NLA12_AZ-130"	"1"	6	2012	5	10	21.6	9.2	8.2	550	"M"
"221"	"NLA12_AZ-130"	"1"	7	2012	5	10	18.4	7.2	8.1	558	"M"
"222"	"NLA12_AZ-130"	"1"	8	2012	5	10	18.2	6.2	8	563	"M"
"223"	"NLA12_AZ-130"	"1"	9	2012	5	10	17.3	5.5	7.9	569	"M"
"224"	"NLA12_AZ-130"	"1"	10	2012	5	10	16.7	4.8	7.9	573	"H"
"225"	"NLA12_AZ-130"	"1"	11	2012	5	10	15.7	3.7	7.9	581	"H"
"226"	"NLA12_AZ-130"	"1"	12	2012	5	10	15.3	2.9	7.8	581	"H"
"227"	"NLA12_AZ-130"	"2"	0	2012	8	22	29.05	6.8	8.5	724.5	"E"
"228"	"NLA12_AZ-130"	"2"	1	2012	8	22	29.1	6.8	8.5	725	"E"
"229"	"NLA12_AZ-130"	"2"	2	2012	8	22	29.1	6.8	8.5	725	"E"
"230"	"NLA12_AZ-130"	"2"	3	2012	8	22	29.1	6.8	8.5	725	"E"
"231"	"NLA12_AZ-130"	"2"	4	2012	8	22	29.1	6.8	8.5	725	"E"
"232"	"NLA12_AZ-130"	"2"	5	2012	8	22	29.1	6.8	8.5	724	"E"
"233"	"NLA12_AZ-130"	"2"	6	2012	8	22	29	6.8	8.5	724	"E"
"234"	"NLA12_AZ-130"	"2"	7	2012	8	22	29	6.8	8.5	724	"E"
"235"	"NLA12_AZ-130"	"2"	8	2012	8	22	28.9	6.3	8.5	720	"E"
"236"	"NLA12_AZ-130"	"2"	9	2012	8	22	28.8	5.9	8.4	722	"E"
"237"	"NLA12_AZ-130"	"2"	10	2012	8	22	28.4	3.7	8.3	721	"E"
"238"	"NLA12_AZ-130"	"2"	11	2012	8	22	27.5	1.1	7.9	729	"M"
"239"	"NLA12_AZ-130"	"2"	12	2012	8	22	25.7	0.5	7.7	728	"M"
