"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"18409","NLA12_IN-180-2012-1","NLA12_IN-180",1,0,2012,8,21,26.59,6.73,7.465,172,"E",0
"18410","NLA12_IN-180-2012-1","NLA12_IN-180",1,1,2012,8,21,26.55,6.49,6.75,172,"E",0
"18411","NLA12_IN-180-2012-1","NLA12_IN-180",1,2,2012,8,21,26.47,6.59,6.71,172,"E",0
"18412","NLA12_IN-180-2012-1","NLA12_IN-180",1,3,2012,8,21,26.33,6.32,7.64,169,"E",0
"18413","NLA12_IN-180-2012-1","NLA12_IN-180",1,4,2012,8,21,26.09,5,7.58,172,"E",0
"18414","NLA12_IN-180-2012-1","NLA12_IN-180",1,5,2012,8,21,25.47,0.54,7.27,206,"E",0
"18415","NLA12_IN-180-2012-1","NLA12_IN-180",1,6,2012,8,21,22.3,0.36,7,322,"E",0
