"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"9365","NLA06608-1134-2012-1","NLA06608-1134",1,0,2012,6,12,14.02,10.74,8.2,241,"E",1
"9366","NLA06608-1134-2012-1","NLA06608-1134",1,1,2012,6,12,14.08,10.74,8.3,241,"E",1
"9367","NLA06608-1134-2012-1","NLA06608-1134",1,2,2012,6,12,14.02,10.72,8.4,241,"E",1
"9368","NLA06608-1134-2012-1","NLA06608-1134",1,3,2012,6,12,13.95,10.69,8.4,241,"E",1
"9369","NLA06608-1134-2012-1","NLA06608-1134",1,3.6,2012,6,12,13.53,10.62,8.4,241,"E",1
