"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"6664","NLA06608-0781-2012-1","NLA06608-0781",1,0,2012,7,13,29.15,8.4,8.3,397,"E",1
"6665","NLA06608-0781-2012-1","NLA06608-0781",1,1,2012,7,13,29.1,8.5,8.3,397,"M",1
"6666","NLA06608-0781-2012-1","NLA06608-0781",1,2,2012,7,13,28.3,7.2,8.3,397,"M",1
"6667","NLA06608-0781-2012-1","NLA06608-0781",1,3,2012,7,13,27.8,2.1,7.8,407,"M",1
"6668","NLA06608-0781-2012-1","NLA06608-0781",1,3.1,2012,7,13,27.8,1.9,7.7,408,"M",1
