"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"6900","NLA06608-0812-2012-1","NLA06608-0812",1,0,2012,6,10,27.87,6.48,6.46,NA,"E",1
"6901","NLA06608-0812-2012-1","NLA06608-0812",1,1,2012,6,10,27.84,6.49,6.35,NA,"E",1
"6902","NLA06608-0812-2012-1","NLA06608-0812",1,2,2012,6,10,27.79,6.18,6.29,NA,"E",1
"6903","NLA06608-0812-2012-1","NLA06608-0812",1,3,2012,6,10,21.77,2.1,5.85,NA,"M",1
"6904","NLA06608-0812-2012-1","NLA06608-0812",1,4,2012,6,10,16.85,0.7,6.12,NA,"M",1
"6905","NLA06608-0812-2012-1","NLA06608-0812",1,5,2012,6,10,15.48,0.41,6.22,NA,"H",1
"6906","NLA06608-0812-2012-1","NLA06608-0812",1,5.7,2012,6,10,14.7,0.32,6.26,NA,"H",1
