"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"21008","NLA12_SD-143-2012-1","NLA12_SD-143",1,0,2012,8,16,20.52,8.92,8.595,4248,"E",0
"21009","NLA12_SD-143-2012-1","NLA12_SD-143",1,1.1,2012,8,16,20.52,8.92,8.6,4248,"E",0
"21010","NLA12_SD-143-2012-1","NLA12_SD-143",1,1.52,2012,8,16,20.51,8.93,8.6,4248,"E",0
"21011","NLA12_SD-143-2012-1","NLA12_SD-143",1,2.01,2012,8,16,20.49,8.9,8.6,4249,"E",0
"21012","NLA12_SD-143-2012-1","NLA12_SD-143",1,2.5,2012,8,16,20.49,8.89,8.6,4249,"E",0
