SITE_ID	YEAR	VISIT_NO	MONTH	DAY	CLEAR_TO_BOTTOM	SECCHI
NLA12_WI-131	2012	1	7	18		1.65
NLA12_WI-154	2012	1	7	16		1.05
NLA12_NE-109	2012	1	7	20		0.625
NLA12_NE-103	2012	1	7	19		0.24
NLA12_NE-114	2012	1	7	22		0.325
NLA12_WA-106	2012	1	7	24		0.9
NLA12_NE-104	2012	1	7	23		0.33
NLA12_MI-117	2012	1	7	24		3.415
NLA12_MI-102	2012	1	7	24		1.525
NLA12_NE-133	2012	1	7	24	Y	1.23
NLA12_MI-110	2012	1	7	25		5.075
NLA12_MI-129	2012	1	7	25		3.125
NLA12_VT-114	2012	1	7	26		6.15
NLA12_MI-123	2012	1	7	26		2.95
NLA12_MI-161	2012	1	7	26		1.225
NLA12_WI-166	2012	1	7	26	Y	1.8
NLA12_MI-165	2012	1	7	27		1.825
NLA12_MI-162	2012	1	7	30		4.575
NLA12_MI-132	2012	1	7	31		2.125
NLA12_MI-118	2012	1	7	31		4.85
NLA12_WA-107	2012	1	7	31		1
NLA12_WI-112	2012	1	7	19		2.75
NLA12_WI-108	2012	1	7	30		1.05
NLA12_VT-101	2012	2	8	1		5.15
NLA12_MI-169	2012	1	8	1		0.975
NLA12_MI-148	2012	1	8	1		6.05
NLA12_WA-129	2012	1	8	1	Y	
NLA12_WI-155	2012	1	8	1		1.1
NLA12_WI-103	2012	1	8	1		3.05
NLA12_MI-137	2012	1	8	2		3.075
NLA12_WI-151	2012	1	7	31		2.4
NLA12_WI-127	2012	1	8	2		0.15
NLA12_MI-164	2012	1	8	3		0.525
NLA12_WI-104	2012	1	7	17		4.75
NLA12_ID-143	2012	1	8	6		1.575
NLA12_MI-116	2012	1	8	7		1.125
NLA12_ID-216	2012	1	8	7		0.225
NLA12_WI-129	2012	1	8	7		1.9
NLA12_NH-115	2012	1	8	7	Y	
NLA12_MI-141	2012	1	8	8		3.925
NLA12_WA-131	2012	1	8	8		4.425
NLA12_WI-107	2012	1	8	8		1.2
NLA12_WA-111	2012	1	8	9		3.15
NLA12_ID-214	2012	1	8	8		1.05
NLA12_WI-120	2012	1	8	9		0.35
NLA12_VT-115	2012	1	8	13		2
NLA12_WI-128	2012	1	7	25		1.55
NLA12_MI-138	2012	1	8	14		2.975
NLA12_WI-110	2012	1	8	13		6.2
NLA12_MI-122	2012	1	8	14		8.8
NLA12_MI-133	2012	1	8	15		5.95
NLA12_MI-107	2012	1	8	15		3.025
NLA12_WI-101	2012	2	8	15		0.55
NLA12_MI-106	2012	1	8	16		3.075
NLA12_MI-126	2012	1	8	16		4.1
NLA12_ID-221	2012	1	8	16		0.6
NLA12_ID-218	2012	1	8	15		6.725
NLA12_ID-180	2012	1	8	14	Y	
NLA12_MI-130	2012	1	8	17		2.75
NLA12_MI-103	2012	1	8	17		3.3
NLA12_MI-142	2012	1	8	21		1.425
NLA12_MI-101	2012	2	8	21		2.85
NLA12_MI-139	2012	2	8	22		2.105
NLA12_VT-110	2012	1	8	22		4.6
NLA12_MI-113	2012	1	8	22		4.075
NLA12_ID-220	2012	1	8	22	Y	5.85
NLA12_ID-205	2012	1	8	21		1.35
NLA12_MI-145	2012	1	8	23		3.015
NLA12_MI-172	2012	1	8	23		4.875
NLA12_WI-138	2012	1	8	27		2.9
NLA12_WI-163	2012	1	8	28		0.5
NLA12_MI-177	2012	1	8	28	Y	
NLA12_WI-106	2012	1	8	28		1
NLA12_WI-171	2012	1	8	29		3.65
NLA12_FL-R04	2012	1	8	15		0.975
NLA12_MI-178	2012	1	8	29	Y	
NLA12_WI-147	2012	1	8	30		0.95
NLA12_WA-147	2012	1	8	7		7.2
NLA12_WI-176	2012	1	9	10		5.8
NLA12_WI-170	2012	1	9	11		1.55
NLA12_WI-112	2012	2	9	12	Y	
NLA12_WY-151	2012	1	9	15		2.675
NLA12_WI-173	2012	1	9	18		0.65
NLA12_WI-188	2012	1	9	17		0.275
NLA12_OR-167	2012	1	9	19		1.175
NLA12_WI-142	2012	1	9	25		0.45
NLA12_WI-153	2012	1	9	27		0.45
NLA12_WI-183	2012	1	9	26		4.25
NLA12_WI-174	2012	1	9	24		1.25
NLA12_WI-122	2012	1	9	20	Y	
NLA12_WI-157	2012	1	9	19		1.95
