"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"12836","NLA06608-1871-2007-1","NLA06608-1871",1,0,2007,7,19,27.9,7.5,7.2,39,"E",1
"12837","NLA06608-1871-2007-1","NLA06608-1871",1,1,2007,7,19,27.9,7.5,7.3,39.3,"E",1
"12838","NLA06608-1871-2007-1","NLA06608-1871",1,2,2007,7,19,27.3,7.2,7,38.7,"E",1
"12839","NLA06608-1871-2007-1","NLA06608-1871",1,3,2007,7,19,25.3,3.6,6.3,40,"M",1
"12840","NLA06608-1871-2007-1","NLA06608-1871",1,4,2007,7,19,19.9,0.8,5.6,38.4,"M",1
"12841","NLA06608-1871-2007-1","NLA06608-1871",1,5,2007,7,19,14.5,0.3,5.8,37.8,"M",1
"12842","NLA06608-1871-2007-1","NLA06608-1871",1,6,2007,7,19,12.3,0.2,6.1,48.8,"M",1
"12843","NLA06608-1871-2007-1","NLA06608-1871",1,7,2007,7,19,11.1,0.2,6.1,49.2,"H",1
"12844","NLA06608-1871-2007-1","NLA06608-1871",1,8,2007,7,19,10.2,0.2,6.2,51.4,"H",1
