"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"10","NLA06608-0002-2007-1","NLA06608-0002",1,0,2007,6,14,29.19,NA,5.5,52.9,"E",1
"11","NLA06608-0002-2007-1","NLA06608-0002",1,0.5,2007,6,14,24,NA,5.3,46.7,"E",1
"12","NLA06608-0002-2007-1","NLA06608-0002",1,1,2007,6,14,21.9,NA,5.5,62,"E",1
"13","NLA06608-0002-2007-1","NLA06608-0002",1,1.5,2007,6,14,18.8,NA,5.6,72.3,"E",1
"14","NLA06608-0002-2007-1","NLA06608-0002",1,1.9,2007,6,14,17.2,NA,5.7,76.8,"E",1
