"","sampling_event","site_id","visit_no","depth","year","month","day","temp","DO","PH","cond","layer_nla","resampled"
"16626","NLA06608-R736-2007-1","NLA06608-R736",1,0,2007,7,12,26.4,6,8.7,271,"E",0
"16627","NLA06608-R736-2007-1","NLA06608-R736",1,2,2007,7,12,26.4,6.1,8.7,270,"E",0
"16628","NLA06608-R736-2007-1","NLA06608-R736",1,4,2007,7,12,24.9,2.7,8,288,"M",0
"16629","NLA06608-R736-2007-1","NLA06608-R736",1,6,2007,7,12,23,2.9,7.9,288,"M",0
"16630","NLA06608-R736-2007-1","NLA06608-R736",1,8,2007,7,12,22.5,2.7,7.7,284,"M",0
"16631","NLA06608-R736-2007-1","NLA06608-R736",1,10,2007,7,12,22.2,2.6,7.6,280,"M",0
"16632","NLA06608-R736-2007-1","NLA06608-R736",1,12,2007,7,12,21.9,2.2,7.6,278,"M",0
"16633","NLA06608-R736-2007-1","NLA06608-R736",1,14,2007,7,12,21.4,1.3,7.5,281,"M",0
"16634","NLA06608-R736-2007-1","NLA06608-R736",1,16,2007,7,12,21,1.3,7.5,284,"M",0
"16635","NLA06608-R736-2007-1","NLA06608-R736",1,18,2007,7,12,20.8,0.6,7.4,288,"M",0
"16636","NLA06608-R736-2007-1","NLA06608-R736",1,20,2007,7,12,20,0.6,7.3,300,"M",0
